['whimpers', 0.9994876395436256]
['sluggard', 0.9213662975545907]
['naught', 0.9213662975545907]
['llo', 0.9213662975545907]
['chalmers', 0.9213662975545907]
['naiads', 0.9213662975545907]
['mckinley', 0.9213662975545907]
['lonely', 0.9213662975545907]
['_vice', 0.9213662975545907]
['daguerreian', 0.9213662975545907]
['broached', 0.9213662975545907]
['birria', 0.9213662975545907]
['hedge', 0.9213662975545907]
['illiad', 0.9213662975545907]
['501', 0.9213662975545907]
['tiger', 0.9213662975545907]
['persona', 0.9213662975545907]
['reward', 0.9213662975545907]
['snort', 0.9213662975545907]
['burdens', 0.9213662975545907]
['royalists', 0.9213662975545907]
['protrudes', 0.9213662975545907]
['battlements', 0.9213662975545907]
['_continuation', 0.9213662975545907]
['heathen', 0.9213662975545907]
['chinese', 0.9213662975545907]
['ladders', 0.9213662975545907]
['smoking', 0.9213662975545907]
['crust', 0.9213662975545907]
['proofreaders', 0.9213662975545907]
['condensed', 0.9213662975545907]
['behaviour', 0.9213662975545907]
['parable', 0.9213662975545907]
['artful', 0.9213662975545907]
['induced', 0.9213662975545907]
['exertions', 0.9213662975545907]
['monotony', 0.9213662975545907]
['cuff', 0.9213662975545907]
['saloon', 0.9213662975545907]
['journeys', 0.9213662975545907]
['pennies', 0.9213662975545907]
['stubble', 0.9213662975545907]
['gilded', 0.9213662975545907]
['relying', 0.9213662975545907]
['rave', 0.9213662975545907]
['plundering', 0.9213662975545907]
['loftiest', 0.9213662975545907]
['alphonse', 0.9213662975545907]
['darkenings', 0.9213662975545907]
['gurgling', 0.9213662975545907]
['sapping', 0.9213662975545907]
['abominably', 0.9213662975545907]
['tumblin', 0.9213662975545907]
['abominable', 0.9213662975545907]
['miser', 0.9213662975545907]
['calvin', 0.9213662975545907]
['scribonia', 0.9213662975545907]
['brovisions', 0.9213662975545907]
['souza', 0.9213662975545907]
['latitudes', 0.9213662975545907]
['_relative_', 0.9213662975545907]
['clasp', 0.9213662975545907]
['statute', 0.9213662975545907]
['_it', 0.9213662975545907]
['belts', 0.9213662975545907]
['apprehend', 0.9213662975545907]
['drip_', 0.9213662975545907]
['firstly', 0.9213662975545907]
['tendering', 0.9213662975545907]
['unshot', 0.9213662975545907]
['corners', 0.9213662975545907]
['shortenin', 0.9213662975545907]
['universe', 0.9213662975545907]
['sweat', 0.9213662975545907]
['cocked', 0.9213662975545907]
['stirring', 0.9213662975545907]
['inadequate', 0.9213662975545907]
['trailing', 0.9213662975545907]
['hungered', 0.9213662975545907]
['unlettered', 0.9213662975545907]
['slipriest', 0.9213662975545907]
['extort', 0.9213662975545907]
['pierson', 0.9213662975545907]
['lore', 0.9213662975545907]
['digit', 0.9213662975545907]
['specialist', 0.9213662975545907]
['dimness', 0.9213662975545907]
['untie', 0.9213662975545907]
['97', 0.9213662975545907]
['hot', 0.9213662975545907]
['alias', 0.9213662975545907]
['senators', 0.9213662975545907]
['piecemeal', 0.9213662975545907]
['spinning', 0.9213662975545907]
['absorbed', 0.9213662975545907]
['shale', 0.9213662975545907]
['shalt', 0.9213662975545907]
['stammered', 0.9213662975545907]
['stamps', 0.9213662975545907]
['conflagration', 0.9213662975545907]
['heliographing', 0.9213662975545907]
['tinge', 0.9213662975545907]
['agglomerate', 0.9213662975545907]
['processional', 0.9213662975545907]
['keeled', 0.9213662975545907]
['witty', 0.9213662975545907]
['bowing', 0.9213662975545907]
['consulting', 0.9213662975545907]
['statements', 0.9213662975545907]
['melan', 0.9213662975545907]
['detective', 0.9213662975545907]
['thinkers', 0.9213662975545907]
['rents', 0.9213662975545907]
['crescent', 0.9213662975545907]
['santa', 0.9213662975545907]
['ironical', 0.9213662975545907]
['shipmates', 0.9213662975545907]
['marbles', 0.9213662975545907]
['divides', 0.9213662975545907]
['truck', 0.9213662975545907]
['shudders', 0.9213662975545907]
['instantly', 0.9213662975545907]
['grotesqueness', 0.9213662975545907]
['prostitutes', 0.9213662975545907]
['inhaled', 0.9213662975545907]
['flanders', 0.9213662975545907]
['appreciations', 0.9213662975545907]
['structures', 0.9213662975545907]
['berserker', 0.9213662975545907]
['cobra', 0.9213662975545907]
['godlike', 0.9213662975545907]
['dissimilar', 0.9213662975545907]
['outlet', 0.9213662975545907]
['conversed', 0.9213662975545907]
['almighty', 0.9213662975545907]
['surveillance', 0.9213662975545907]
['inoffensive', 0.9213662975545907]
['_au', 0.9213662975545907]
['scholarship', 0.9213662975545907]
['summer', 0.9213662975545907]
['summed', 0.9213662975545907]
['trimmings', 0.9213662975545907]
['breathings', 0.9213662975545907]
['meals', 0.9213662975545907]
['mice', 0.9213662975545907]
['ambassadress', 0.9213662975545907]
['carriages', 0.9213662975545907]
['condemn', 0.9213662975545907]
['broadway', 0.9213662975545907]
['buys', 0.9213662975545907]
['lantern', 0.9213662975545907]
['retainer', 0.9213662975545907]
['flings', 0.9213662975545907]
['precipitating', 0.9213662975545907]
['gasket', 0.9213662975545907]
['dependent', 0.9213662975545907]
['daudet', 0.9213662975545907]
['adhered', 0.9213662975545907]
['riven', 0.9213662975545907]
['river', 0.9213662975545907]
['praetor', 0.9213662975545907]
['approaching', 0.9213662975545907]
['devil', 0.9213662975545907]
['handling', 0.9213662975545907]
['arching', 0.9213662975545907]
['barnet', 0.9213662975545907]
['shorter', 0.9213662975545907]
['unto', 0.9213662975545907]
['sneaks', 0.9213662975545907]
['effigy', 0.9213662975545907]
['existing', 0.9213662975545907]
['deduced', 0.9213662975545907]
['opinion', 0.9213662975545907]
['chinamen', 0.9213662975545907]
['pieces', 0.9213662975545907]
['purposed', 0.9213662975545907]
['halted', 0.9213662975545907]
['extraordinarily', 0.9213662975545907]
['appealing', 0.9213662975545907]
['fervent', 0.9213662975545907]
['contemptible', 0.9213662975545907]
['etc', 0.9213662975545907]
['incest', 0.9213662975545907]
['eteinte', 0.9213662975545907]
['mannered', 0.9213662975545907]
['semicircles', 0.9213662975545907]
['slantwise', 0.9213662975545907]
['shone', 0.9213662975545907]
['laboring', 0.9213662975545907]
['hubert', 0.9213662975545907]
['beeswax', 0.9213662975545907]
['shucks', 0.9213662975545907]
['extortions', 0.9213662975545907]
['tonnison', 0.9213662975545907]
['notes_', 0.9213662975545907]
['unmistakable', 0.9213662975545907]
['hottentot', 0.9213662975545907]
['steam', 0.9213662975545907]
['observes', 0.9213662975545907]
['ill', 0.9213662975545907]
['martaban', 0.9213662975545907]
['relaxing', 0.9213662975545907]
['concerning', 0.9213662975545907]
['centred', 0.9213662975545907]
['warlocks', 0.9213662975545907]
['compartments', 0.9213662975545907]
['impertinent', 0.9213662975545907]
['abstract', 0.9213662975545907]
['reality', 0.9213662975545907]
['ketch', 0.9213662975545907]
['switches', 0.9213662975545907]
['farallones', 0.9213662975545907]
['tustanaggee', 0.9213662975545907]
['mirent', 0.9213662975545907]
['regret', 0.9213662975545907]
['dissembled', 0.9213662975545907]
['_everyone_', 0.9213662975545907]
['appearin', 0.9213662975545907]
['supplant', 0.9213662975545907]
['counteract', 0.9213662975545907]
['avoided', 0.9213662975545907]
['accomplish', 0.9213662975545907]
['lumps', 0.9213662975545907]
['online', 0.9213662975545907]
['begin', 0.9213662975545907]
['crashing', 0.9213662975545907]
['seamstresses', 0.9213662975545907]
['_soles_', 0.9213662975545907]
['prettiest', 0.9213662975545907]
['garde', 0.9213662975545907]
['worry', 0.9213662975545907]
['blacker', 0.9213662975545907]
['charges', 0.9213662975545907]
['thinking', 0.9213662975545907]
['elementary', 0.9213662975545907]
['effacement', 0.9213662975545907]
['vinet', 0.9213662975545907]
['tussle', 0.9213662975545907]
['turmoil', 0.9213662975545907]
['strauss', 0.9213662975545907]
['alderman', 0.9213662975545907]
['sovereignty', 0.9213662975545907]
['nebraska', 0.9213662975545907]
['resized', 0.9213662975545907]
['augeas', 0.9213662975545907]
['sustain', 0.9213662975545907]
['curtsey', 0.9213662975545907]
['terrible', 0.9213662975545907]
['pinned', 0.9213662975545907]
['performances', 0.9213662975545907]
['snapping', 0.9213662975545907]
['grafted', 0.9213662975545907]
['both', 0.9213662975545907]
['headed', 0.9213662975545907]
['coup', 0.9213662975545907]
['undress', 0.9213662975545907]
['reef', 0.9213662975545907]
['stumbling', 0.9213662975545907]
['objection', 0.9213662975545907]
['drag', 0.9213662975545907]
['farms', 0.9213662975545907]
['_quiver_', 0.9213662975545907]
['ardent', 0.9213662975545907]
['ferreting', 0.9213662975545907]
['evoked', 0.9213662975545907]
['exhaustive', 0.9213662975545907]
['loftily', 0.9213662975545907]
['fearsome', 0.9213662975545907]
['_divine', 0.9213662975545907]
['cutlery', 0.9213662975545907]
['informal', 0.9213662975545907]
['saplin', 0.9213662975545907]
['mankind', 0.9213662975545907]
['pitied', 0.9213662975545907]
['durable', 0.9213662975545907]
['apologise', 0.9213662975545907]
['comity', 0.9213662975545907]
['florentine', 0.9213662975545907]
['molest', 0.9213662975545907]
['dodge', 0.9213662975545907]
['incubi', 0.9213662975545907]
['beautify', 0.9213662975545907]
['effect', 0.9213662975545907]
['sputtering', 0.9213662975545907]
['shrilled', 0.9213662975545907]
['instinct', 0.9213662975545907]
['pa', 0.9213662975545907]
['teaching', 0.9213662975545907]
['superstitious', 0.9213662975545907]
['mooch', 0.9213662975545907]
['semble', 0.9213662975545907]
['purchase', 0.9213662975545907]
['operations', 0.9213662975545907]
['damascus', 0.9213662975545907]
['shaggy', 0.9213662975545907]
['twisted', 0.9213662975545907]
['boating', 0.9213662975545907]
['helmholtz', 0.9213662975545907]
['anxiety', 0.9213662975545907]
['adjourned', 0.9213662975545907]
['definitely', 0.9213662975545907]
['wearing', 0.9213662975545907]
['bad', 0.9213662975545907]
['bac', 0.9213662975545907]
['gentry', 0.9213662975545907]
['ether', 0.9213662975545907]
['inattention', 0.9213662975545907]
['amour', 0.9213662975545907]
['tucking', 0.9213662975545907]
['livre', 0.9213662975545907]
['warded', 0.9213662975545907]
['stimuli', 0.9213662975545907]
['quartermaster', 0.9213662975545907]
['smokes', 0.9213662975545907]
['affinity', 0.9213662975545907]
['billow', 0.9213662975545907]
['build_', 0.9213662975545907]
['builds', 0.9213662975545907]
['stages', 0.9213662975545907]
['trepidation', 0.9213662975545907]
['technique', 0.9213662975545907]
['din', 0.9213662975545907]
['dis', 0.9213662975545907]
['ville', 0.9213662975545907]
['threshed', 0.9213662975545907]
['favour', 0.9213662975545907]
['earthquake', 0.9213662975545907]
['condescension', 0.9213662975545907]
['beholder', 0.9213662975545907]
['acceptable', 0.9213662975545907]
['malay', 0.9213662975545907]
['beholden', 0.9213662975545907]
['accessory', 0.9213662975545907]
['benvenuto', 0.9213662975545907]
['maid', 0.9213662975545907]
['_politics_', 0.9213662975545907]
['developments', 0.9213662975545907]
['miles', 0.9213662975545907]
['mercantile', 0.9213662975545907]
['unbehasslich', 0.9213662975545907]
['lyons', 0.9213662975545907]
['mining', 0.9213662975545907]
['norman', 0.9213662975545907]
['mircalla', 0.9213662975545907]
['orleanists', 0.9213662975545907]
['soliciting', 0.9213662975545907]
['incredulous', 0.9213662975545907]
['contracts', 0.9213662975545907]
['across', 0.9213662975545907]
['condensing', 0.9213662975545907]
['maintained', 0.9213662975545907]
['turtles', 0.9213662975545907]
['associates', 0.9213662975545907]
['everyday', 0.9213662975545907]
['movements', 0.9213662975545907]
['pad', 0.9213662975545907]
['struggling', 0.9213662975545907]
['aiming', 0.9213662975545907]
['hysterics', 0.9213662975545907]
['transpiring', 0.9213662975545907]
['violence', 0.9213662975545907]
['sartin', 0.9213662975545907]
['forges', 0.9213662975545907]
['children', 0.9213662975545907]
['movement', 0.9213662975545907]
['clapping', 0.9213662975545907]
['diamond', 0.9213662975545907]
['pregnant', 0.9213662975545907]
['lovers', 0.9213662975545907]
['tiresome', 0.9213662975545907]
['geared', 0.9213662975545907]
['redistributing', 0.9213662975545907]
['cometary', 0.9213662975545907]
['aged', 0.9213662975545907]
['daphne', 0.9213662975545907]
['fins', 0.9213662975545907]
['perched', 0.9213662975545907]
['boulder', 0.9213662975545907]
['appreciable', 0.9213662975545907]
['overhanging', 0.9213662975545907]
['bid', 0.9213662975545907]
['pronounced', 0.9213662975545907]
['waltz', 0.9213662975545907]
['trollin', 0.9213662975545907]
['cabs', 0.9213662975545907]
['bleeding', 0.9213662975545907]
['chicago', 0.9213662975545907]
['toast', 0.9213662975545907]
['hertz', 0.9213662975545907]
['alaska', 0.9213662975545907]
['presidents', 0.9213662975545907]
['tunnel', 0.9213662975545907]
['chief', 0.9213662975545907]
['slacken', 0.9213662975545907]
['lizzie', 0.9213662975545907]
['wagged', 0.9213662975545907]
['barriere', 0.9213662975545907]
['south', 0.9213662975545907]
['demonstration', 0.9213662975545907]
['unless', 0.9213662975545907]
['blackbird', 0.9213662975545907]
['empedocles', 0.9213662975545907]
['sarto', 0.9213662975545907]
['allurements', 0.9213662975545907]
['punctual', 0.9213662975545907]
['royalty', 0.9213662975545907]
['sofa', 0.9213662975545907]
['knowin', 0.9213662975545907]
['maze', 0.9213662975545907]
['reminds', 0.9213662975545907]
['pin', 0.9213662975545907]
['pia', 0.9213662975545907]
['dridrano', 0.9213662975545907]
['husks', 0.9213662975545907]
['8th', 0.9213662975545907]
['paris', 0.9213662975545907]
['risk', 0.9213662975545907]
['louder', 0.9213662975545907]
['christ', 0.9213662975545907]
['digest', 0.9213662975545907]
['destroyer', 0.9213662975545907]
['destroyed', 0.9213662975545907]
['driving', 0.9213662975545907]
['formation', 0.9213662975545907]
['recite', 0.9213662975545907]
['industrial', 0.9213662975545907]
['philosophical', 0.9213662975545907]
['wildly', 0.9213662975545907]
['philosophic', 0.9213662975545907]
['glow', 0.9213662975545907]
['kindling', 0.9213662975545907]
['gallieras', 0.9213662975545907]
['temptation', 0.9213662975545907]
['ailed', 0.9213662975545907]
['listlessly', 0.9213662975545907]
['devour', 0.9213662975545907]
['devout', 0.9213662975545907]
['sipped', 0.9213662975545907]
['vexed', 0.9213662975545907]
['aback', 0.9213662975545907]
['deliberations', 0.9213662975545907]
['hearth', 0.9213662975545907]
['contrariness', 0.9213662975545907]
['diaphanous', 0.9213662975545907]
['gratifications', 0.9213662975545907]
['despotism', 0.9213662975545907]
['tip', 0.9213662975545907]
['younger', 0.9213662975545907]
['ethiopian', 0.9213662975545907]
['memory', 0.9213662975545907]
['longitude', 0.9213662975545907]
['modifies', 0.9213662975545907]
['trump', 0.9213662975545907]
['gorges', 0.9213662975545907]
['suzanne', 0.9213662975545907]
['_cortege_', 0.9213662975545907]
['flare', 0.9213662975545907]
['gusty', 0.9213662975545907]
['festivity', 0.9213662975545907]
['sculled', 0.9213662975545907]
['slope', 0.9213662975545907]
['lighter', 0.9213662975545907]
['fireflies', 0.9213662975545907]
['deposited', 0.9213662975545907]
['aqueous', 0.9213662975545907]
['scratchin', 0.9213662975545907]
['caribbean', 0.9213662975545907]
['stops', 0.9213662975545907]
['severed', 0.9213662975545907]
['lastly', 0.9213662975545907]
['fist', 0.9213662975545907]
['ingeniously', 0.9213662975545907]
['_both_', 0.9213662975545907]
['booker', 0.9213662975545907]
['repetition', 0.9213662975545907]
['entourage', 0.9213662975545907]
['advantageous', 0.9213662975545907]
['parnassus', 0.9213662975545907]
['piglike', 0.9213662975545907]
['mould', 0.9213662975545907]
['simplicity', 0.9213662975545907]
['return', 0.9213662975545907]
['framework', 0.9213662975545907]
['accumulate', 0.9213662975545907]
['congenial', 0.9213662975545907]
['craving', 0.9213662975545907]
['threat', 0.9213662975545907]
['redheiffer', 0.9213662975545907]
['vindication', 0.9213662975545907]
['convinced', 0.9213662975545907]
['expedients', 0.9213662975545907]
['hip', 0.9213662975545907]
['affright', 0.9213662975545907]
['insensible', 0.9213662975545907]
['uneasily', 0.9213662975545907]
['celestium', 0.9213662975545907]
['modifications', 0.9213662975545907]
['litter', 0.9213662975545907]
['nosing', 0.9213662975545907]
['amidst', 0.9213662975545907]
['motor', 0.9213662975545907]
['indulgence', 0.9213662975545907]
['modulations', 0.9213662975545907]
['commended', 0.9213662975545907]
['droop', 0.9213662975545907]
['clove', 0.9213662975545907]
['zenana', 0.9213662975545907]
['divers', 0.9213662975545907]
['centre', 0.9213662975545907]
['ones', 0.9213662975545907]
['turbulent', 0.9213662975545907]
['superb', 0.9213662975545907]
['worldly', 0.9213662975545907]
['fishhook', 0.9213662975545907]
['flower', 0.9213662975545907]
['appropriated', 0.9213662975545907]
['servant', 0.9213662975545907]
['mosquitoes', 0.9213662975545907]
['leader', 0.9213662975545907]
['tresor', 0.9213662975545907]
['dearth', 0.9213662975545907]
['goodness', 0.9213662975545907]
['junk', 0.9213662975545907]
['spiele', 0.9213662975545907]
['_teseide_', 0.9213662975545907]
['expands', 0.9213662975545907]
['covetousness', 0.921356790626658]
['combats', 0.921356790626658]
['hamlet', 0.921356790626658]
['enquiry', 0.921356790626658]
['misfortunes', 0.921356790626658]
['possessing', 0.921356790626658]
['kingdom', 0.921356790626658]
['resting', 0.921356790626658]
['indeterminable', 0.921356790626658]
['nameless', 0.921356790626658]
['conjecture', 0.921356790626658]
['narrowing', 0.921356790626658]
['bewildering', 0.921356790626658]
['courtyard', 0.921356790626658]
['office', 0.921356790626658]
['hindoo', 0.921356790626658]
['impeded', 0.921356790626658]
['steaming', 0.9213482483431927]
['malevolence', 0.9213482483431927]
['dimming', 0.9213482483431927]
['persevering', 0.9213482483431927]
['easier', 0.9213482483431927]
['chosen', 0.9213482483431927]
['disembodied', 0.9213482483431927]
['subsequent', 0.9213482483431927]
['irrevocable', 0.9213482483431927]
['radiance', 0.9213482483431927]
['pumped', 0.9213482483431927]
['candidate', 0.9213482483431927]
['sharp', 0.9213482483431927]
['possessions', 0.9213405697666839]
['thoughtless', 0.9213352651700978]
['smart', 0.9212844236613011]
['skillful', 0.9212537403971757]
['decay', 0.921230106530797]
['wrecked', 0.9211716921969025]
['vivacious', 0.9211095579596671]
['sequestered', 0.9210968027735497]
['pearl', 0.9210968027735497]
['bride', 0.9210968027735497]
['classified', 0.9210968027735497]
['breeze', 0.9210468476196985]
['suspected', 0.9210210541912309]
['hastening', 0.9209633177622437]
['pericles', 0.9209633177622437]
['hunt', 0.9209633177622437]
['devotions', 0.920839918312938]
['unconsciously', 0.9208359434151722]
['_long', 0.9207894046311894]
['popple', 0.9207894046311894]
['ton', 0.9207627135101518]
['bridle', 0.9206823755274722]
['_sabe_', 0.9206728443794007]
['relinquish', 0.9206476497971983]
['dominating', 0.9206476497971983]
['concealed', 0.9206434059031569]
['opportunity', 0.9205978797423261]
['sunward', 0.9205823613246685]
['august', 0.9205698633522158]
['socks', 0.9205698633522158]
['relaxed', 0.9205698633522158]
['twinkled', 0.9205698633522158]
['incoming', 0.9205698633522158]
['baiting', 0.9205698633522158]
['classed', 0.9205698633522158]
['blockhouse', 0.9205539913332789]
['charitable', 0.9204589099526052]
['expend', 0.9204589099526052]
['drained', 0.9204110902151035]
['hospitable', 0.9204110902151035]
['wilder', 0.9203504971870923]
['budding', 0.9203207966440233]
['carte', 0.9203207966440233]
['scurried', 0.9203207966440233]
['appetite', 0.9203207966440233]
['succeeded', 0.9203207966440233]
['shades', 0.9203207966440233]
['gardes', 0.9203207966440233]
['penitential', 0.9203207966440233]
['chrysostom', 0.9203207966440233]
['shag', 0.9203207966440233]
['clears', 0.9203207966440233]
['arabian', 0.9203207966440233]
['parlors', 0.9203207966440233]
['died', 0.9203207966440233]
['liar', 0.9203207966440233]
['warnin', 0.9203207966440233]
['kickin', 0.9203207966440233]
['_hating_', 0.9203207966440233]
['appius', 0.9203207966440233]
['aroused', 0.9203207966440233]
['festive', 0.9203207966440233]
['religions', 0.9203207966440233]
['presented', 0.9203207966440233]
['enabling', 0.9203207966440233]
['heron', 0.9203207966440233]
['wheat', 0.9203207966440233]
['unfathomed', 0.9203207966440233]
['flicker', 0.9203207966440233]
['murderous', 0.9203207966440233]
['eau', 0.9203207966440233]
['auspicious', 0.9203207966440233]
['skillfully', 0.9203207966440233]
['faint', 0.9203207966440233]
['narrative', 0.9203207966440233]
['tactics', 0.9203207966440233]
['reloaded', 0.9203207966440233]
['repelled', 0.9203207966440233]
['glade', 0.9203207966440233]
['chronic', 0.9203207966440233]
['upheaval', 0.9203207966440233]
['cautioned', 0.9203207966440233]
['executing', 0.9203207966440233]
['wooden', 0.9203207966440232]
['therefore', 0.9203207966440232]
['effects', 0.9203207966440232]
['undeveloped', 0.9203207966440232]
['nightdress', 0.9203207966440232]
['playfulness', 0.9203207966440232]
['charnel', 0.9203207966440232]
['fro', 0.9203207966440232]
['breakfast', 0.9203207966440232]
['portrayed', 0.9203207966440232]
['ingins', 0.9203207966440232]
['crown', 0.9203207966440232]
['restlessness', 0.9203207966440232]
['infraction', 0.9203207966440232]
['shoots', 0.9203207966440232]
['perfumes', 0.9203207966440232]
['humbled', 0.9203207966440232]
['nonnon', 0.9203207966440232]
['intent', 0.9203207966440232]
['depuis', 0.9203207966440232]
['whoever', 0.9203207966440232]
['puttered', 0.9203207966440232]
['entering', 0.9203207966440232]
['seriously', 0.9203207966440232]
['surges', 0.9203207966440232]
['snatch', 0.9203207966440232]
['wandering', 0.9203207966440232]
['fashionably', 0.9203207966440232]
['presentin', 0.9203207966440232]
['attenuated', 0.9203207966440232]
['moon_', 0.9203207966440232]
['bodiless', 0.9203207966440232]
['circumference', 0.9203207966440232]
['quailed', 0.9203207966440232]
['practised', 0.9203207966440232]
['motives', 0.9203207966440232]
['wants', 0.9203207966440232]
['beckoning', 0.9203207966440232]
['formed', 0.9203207966440232]
['readings', 0.9203207966440232]
['tightened', 0.9203207966440232]
['former', 0.9203207966440232]
['runnin', 0.9203207966440232]
['pretence', 0.9203207966440232]
['single', 0.9203207966440232]
['squeezes', 0.9203207966440232]
['ives', 0.9203207966440232]
['newspaper', 0.9203207966440232]
['situation', 0.9203207966440232]
['engaged', 0.9203207966440232]
['dubious', 0.9203207966440232]
['amuck', 0.9203207966440232]
['foppishly', 0.9203207966440232]
['world', 0.9203207966440232]
['tremulous', 0.9203207966440232]
['sensational', 0.9203207966440232]
['leadership', 0.9203207966440232]
['rush', 0.9203207966440232]
['ruse', 0.9203207966440232]
['rust', 0.9203207966440232]
['morn', 0.9203207966440232]
['substances', 0.9203207966440232]
['recognizing', 0.9203207966440232]
['ascanius', 0.9203207966440232]
['gloating', 0.9203207966440232]
['emergency', 0.9203207966440232]
['sightseeing', 0.9203207966440232]
['_charlotte', 0.9203207966440232]
['crum', 0.9203207966440232]
['unfavourable', 0.9203207966440232]
['jerking', 0.9203207966440232]
['emeralds', 0.9203207966440232]
['barrier', 0.9203207966440232]
['mousing', 0.9203207966440232]
['bede', 0.9203207966440232]
['evades', 0.9203207966440232]
['enriches', 0.9203207966440232]
['whiles', 0.9203207966440232]
['twelve', 0.9203207966440232]
['1857', 0.9203207966440232]
['punched', 0.9203207966440232]
['_himself_', 0.9203207966440232]
['reject', 0.9203207966440232]
['transcribe', 0.9203207966440232]
['jolly', 0.9203207966440232]
['_two', 0.9203207966440232]
['patriotism', 0.9203207966440232]
['assayed', 0.9203207966440232]
['sheol', 0.9203207966440232]
['votre', 0.9203207966440232]
['treed', 0.9203207966440232]
['hurrying', 0.9203207966440232]
['kicking', 0.9203207966440232]
['speaker', 0.9203207966440232]
['rivoli', 0.9203207966440232]
['scarcely', 0.9203207966440232]
['loss', 0.9203207966440232]
['convicts', 0.9203207966440232]
['homo', 0.9203207966440232]
['contending', 0.9203207966440232]
['fountains', 0.9203207966440232]
['phosphorus', 0.9203207966440232]
['astringents', 0.9203207966440232]
['trygaeus', 0.9203207966440232]
['_bang_', 0.9203207966440232]
['before', 0.9203207966440232]
['northeast', 0.9203207966440232]
['shoemakers', 0.9203207966440232]
['hideously', 0.9203207966440232]
['colonies', 0.9203207966440232]
['meets', 0.9203207966440232]
['bearded', 0.9203207966440232]
['shakespeare', 0.9203207966440232]
['fumed', 0.9203207966440232]
['magnificence', 0.9203207966440232]
['round', 0.9203207966440232]
['visit', 0.9203207966440232]
['recommenced', 0.9203207966440232]
['paraphernalia', 0.9203207966440232]
['threads', 0.9203207966440232]
['janus', 0.9203207966440232]
['source', 0.9203207966440232]
['hallucinations', 0.9203207966440232]
['tradesmen', 0.9203207966440232]
['frenchman', 0.9203207966440232]
['commingled', 0.9203207966440232]
['have', 0.9203207966440232]
['precipice', 0.9203207966440232]
['demurred', 0.9203207966440232]
['excesses', 0.9203207966440232]
['racked', 0.9203207966440232]
['equal', 0.9203207966440232]
['onward', 0.9203207966440232]
['recommending', 0.9203207966440232]
['jurisprudence', 0.9203207966440232]
['hippocrates', 0.9203207966440232]
['screwed', 0.9203207966440232]
['insured', 0.9203207966440232]
['sallow', 0.9203207966440232]
['revolved', 0.9203207966440232]
['would', 0.9203207966440232]
['frankly', 0.9203207966440232]
['purposelessness', 0.9203207966440232]
['gesticulated', 0.9203207966440232]
['chests', 0.9203207966440232]
['eerie', 0.9203207966440232]
['setting', 0.9203207966440232]
['adjudicator', 0.9203207966440232]
['entertain', 0.9203207966440232]
['witch', 0.9203207966440232]
['barbaric', 0.9203207966440232]
['jewellers', 0.9203207966440232]
['ridges', 0.9203207966440232]
['tarry', 0.9203207966440232]
['toes', 0.9203207966440232]
['drudgery', 0.9203207966440232]
['poche', 0.9203207966440232]
['somebody', 0.9203207966440232]
['vellum', 0.9203207966440232]
['cobras', 0.9203207966440232]
['harbour', 0.9203207966440232]
['startling', 0.9203207966440232]
['higher', 0.9203207966440232]
['restraint', 0.9203207966440232]
['unseen', 0.9203207966440232]
['disinclined', 0.9203207966440232]
['artifice', 0.9203207966440232]
['audacious', 0.9203207966440232]
['puncture', 0.9203207966440232]
['breach', 0.9203207966440232]
['enamoured', 0.9203207966440232]
['beauties', 0.9203207966440232]
['reeling', 0.9203207966440232]
['superior', 0.9203207966440232]
['chaos', 0.9203207966440232]
['ability', 0.9203207966440232]
['scrutiny', 0.9203207966440232]
['treeless', 0.9203207966440232]
['press', 0.9203207966440232]
['exceed', 0.9203207966440232]
['flagrant', 0.9203207966440232]
['pasty', 0.9203207966440232]
['incredible', 0.9203207966440232]
['rampart', 0.9203207966440232]
['dangled', 0.9203207966440232]
['sweetest', 0.9203207966440232]
['whirling', 0.9203207966440232]
['specks', 0.9203207966440232]
['ourcq', 0.9203207966440232]
['taper', 0.9203207966440232]
['expostulated', 0.9203207966440232]
['campaign', 0.9203207966440232]
['collections', 0.9203207966440232]
['foc', 0.9203207966440232]
['juvenile', 0.9203207966440232]
['looms', 0.9203207966440232]
['ve_', 0.9203207966440232]
['values', 0.9203207966440232]
['wrinkled', 0.9203207966440232]
['dilecti', 0.9203207966440232]
['cleanest', 0.9203207966440232]
['attraction', 0.9203207966440232]
['subordinates', 0.9203207966440232]
['bordering', 0.9203207966440232]
['tasted', 0.9203207966440232]
['raged', 0.9203207966440232]
['grammar', 0.9203207966440232]
['grouping', 0.9203207966440232]
['belcher', 0.9203207966440232]
['savonarola', 0.9203207966440232]
['knavish', 0.9203207966440232]
['dusky', 0.9203207966440232]
['petroleum', 0.9203207966440232]
['skipped', 0.9203207966440232]
['skipper', 0.9203207966440232]
['licensed', 0.9203207966440232]
['paracelsian', 0.9203207966440232]
['ragamuffin', 0.9203207966440232]
['armagedon', 0.9203207966440232]
['failed', 0.9203207966440232]
['azrael', 0.9203207966440232]
['outward', 0.9203207966440232]
['theatricals', 0.9203207966440232]
['plagued', 0.9203207966440232]
['sight', 0.9203207966440232]
['kamtschadales', 0.9203207966440232]
['sent', 0.9203207966440232]
['garden', 0.9203207966440232]
['languished', 0.9203207966440232]
['chartered', 0.9203207966440232]
['mortify', 0.9203207966440232]
['meerschaum', 0.9203207966440232]
['allow', 0.9203207966440232]
['unmerited', 0.9203207966440232]
['jesus', 0.9203207966440232]
['blows', 0.9203207966440232]
