['fascinated', 0.9998402104864278]
['devote', 0.9656780827464143]
['consent', 0.9656780827464143]
['buffon', 0.9656780827464143]
['crimes', 0.9656780827464143]
['strangers', 0.9656780827464143]
['baltic', 0.9656780827464143]
['truthfulness', 0.9656780827464143]
['crooning', 0.9656780827464143]
['neighborhoods', 0.9656780827464143]
['accord', 0.9656780827464143]
['merchantibility', 0.9656780827464143]
['chimneys', 0.9656780827464143]
['abrupt', 0.9656780827464143]
['comparative', 0.9656780827464143]
['profounder', 0.9656780827464143]
['partridge', 0.9656780827464143]
['comments', 0.9656780827464143]
['theirs', 0.9656780827464143]
['pays', 0.9656780827464143]
['responding', 0.9656780827464143]
['physical', 0.9656780827464143]
['reception', 0.9656780827464143]
['adresser', 0.9656780827464143]
['vibrating', 0.9656780827464143]
['purity', 0.9656780827464143]
['brazen', 0.9656780827464143]
['streaks', 0.9656780827464143]
['poetically', 0.9656780827464143]
['fires', 0.9656780827464143]
['inevitable', 0.9656780827464143]
['palaces', 0.9656780827464143]
['mostly', 0.9656780827464143]
['lunches', 0.9656780827464143]
['insatiably', 0.9656780827464143]
['twinkles', 0.9656780827464143]
['gnat', 0.9656780827464143]
['prided', 0.9656780827464143]
['parfaitement', 0.9656780827464143]
['dispatch', 0.9656780827464143]
['dangers', 0.9656780827464143]
['carmilla', 0.9656780827464143]
['bestial', 0.9656780827464143]
['heels', 0.9656780827464143]
['reunions', 0.9656780827464143]
['struck', 0.9656780827464143]
['winnowing', 0.9656780827464143]
['verily', 0.9656780827464143]
['bucket', 0.9656780827464143]
['flattened', 0.9656780827464143]
['robed', 0.9656780827464143]
['chunky', 0.9656780827464143]
['injury', 0.9656780827464143]
['nine', 0.9656780827464143]
['fr', 0.9656780827464143]
['fool', 0.9656780827464143]
['trailed', 0.9656780827464143]
['remercie', 0.9656780827464143]
['antiquity', 0.9656780827464143]
['1877', 0.9656780827464143]
['1874', 0.9656780827464143]
['1878', 0.9656780827464143]
['sensual', 0.9656780827464143]
['rudest', 0.9656780827464143]
['lifetimes', 0.9656780827464143]
['assistants', 0.9656780827464143]
['partly', 0.9656780827464143]
['straggling', 0.9656780827464143]
['shah', 0.9656780827464143]
['distances', 0.9656780827464143]
['incongruity', 0.9656780827464143]
['pyrotechnic', 0.9656780827464143]
['signal', 0.9656780827464143]
['donna', 0.9656780827464143]
['civilization', 0.9656780827464143]
['abroad', 0.9656780827464143]
['seeing', 0.9656780827464143]
['cialdini', 0.9656780827464143]
['himself', 0.9656780827464143]
['stragglers', 0.9656780827464143]
['saps', 0.9656780827464143]
['elliptical', 0.9656780827464143]
['skated', 0.9656780827464143]
['scornfully', 0.9656780827464143]
['indolently', 0.9656780827464143]
['keen', 0.9656780827464143]
['apennines', 0.9656780827464143]
['glories', 0.9656780827464143]
['filigree', 0.9656780827464143]
['gloried', 0.9656780827464143]
['attach', 0.9656780827464143]
['prouder', 0.9656780827464143]
['border', 0.9656780827464143]
['evolution', 0.9656780827464143]
['unearth', 0.9656780827464143]
['neither', 0.9656780827464143]
['transaction', 0.9656780827464143]
['intimated', 0.9656780827464143]
['264', 0.9656780827464143]
['jubilee', 0.9656780827464143]
['notices', 0.9656780827464143]
['hi', 0.9656780827464143]
['ho', 0.9656780827464143]
['boulevards', 0.9656780827464143]
['unskilled', 0.9656780827464143]
['drowned', 0.9656780827464143]
['give', 0.9656780827464143]
['decree', 0.9656780827464143]
['drawled', 0.9656780827464143]
['espouse', 0.9656780827464143]
['brilliance', 0.9656780827464143]
['incoherently', 0.9656780827464143]
['reference', 0.9656780827464143]
['sheridan', 0.9656780827464143]
['wainscoted', 0.9656780827464143]
['congres', 0.9656780827464143]
['_did_', 0.9656780827464143]
['moods', 0.9656780827464143]
['sporting', 0.9656780827464143]
['thucydides', 0.9656780827464143]
['nerve', 0.9656780827464143]
['formerly', 0.9656780827464143]
['intellectual', 0.9656780827464143]
['scrawl', 0.9656780827464143]
['blushing', 0.9656780827464143]
['oncle', 0.9656780827464143]
['shave', 0.9656780827464143]
['transportation', 0.9656780827464143]
['capturing', 0.9656780827464143]
['pine', 0.9656780827464143]
['grow', 0.9656780827464143]
['harked', 0.9656780827464143]
['preaching', 0.9656780827464143]
['imperative', 0.9656780827464143]
['gigantic', 0.9656780827464143]
['liveth', 0.9656780827464143]
['unknowable', 0.9656780827464143]
['savoring', 0.9656780827464143]
['repined', 0.9656780827464143]
['despotic', 0.9656780827464143]
['whereabouts', 0.9656780827464143]
['custody', 0.9656780827464143]
['margin', 0.9656780827464143]
['devotees', 0.9656780827464143]
['rubbing', 0.9656780827464143]
['middle', 0.9656780827464143]
['disappointment', 0.9656780827464143]
['accountable', 0.9656780827464143]
['broken', 0.9656780827464143]
['pleasantry', 0.9656780827464143]
['brute', 0.9656780827464143]
['hesitancy', 0.9656780827464143]
['unpopularity', 0.9656780827464143]
['reluctant', 0.9656780827464143]
['tranquillity', 0.9656780827464143]
['endowed', 0.9656780827464143]
['charme', 0.9656780827464143]
['spoon', 0.9656780827464143]
['usurped', 0.9656780827464143]
['pleasure', 0.9656780827464143]
['projected', 0.9656780827464143]
['wages', 0.9656780827464143]
['paint', 0.9656780827464143]
['significant', 0.9656780827464143]
['cramped', 0.9656780827464143]
['obsequiously', 0.9656780827464143]
['myriad', 0.9656780827464143]
['patiently', 0.9656780827464143]
['fur', 0.9656780827464143]
['tribesmen', 0.9656780827464143]
['sapient', 0.9656780827464143]
['scowled', 0.9656780827464143]
['adversaries', 0.9656780827464143]
['nose', 0.9656780827464143]
['elysees', 0.9656780827464143]
['strolled', 0.9656780827464143]
['query', 0.9656780827464143]
['brooms', 0.9656780827464143]
['despicable', 0.9656780827464143]
['sightly', 0.9656780827464143]
['private', 0.9656780827464143]
['names', 0.9656780827464143]
['midair', 0.9656780827464143]
['desprey', 0.9656780827464143]
['contempt', 0.9656780827464143]
['daring', 0.9656780827464143]
['regions', 0.9656780827464143]
['fete', 0.9656780827464143]
['revived', 0.9656780827464143]
['lingerie', 0.9656780827464143]
['gazing', 0.9656780827464143]
['keeseville', 0.9656780827464143]
['josselin', 0.9656780827464143]
['defend', 0.9656780827464143]
['deceptions', 0.9656780827464143]
['franz', 0.9656780827464143]
['overweening', 0.9656780827464143]
['retain', 0.9656780827464143]
['finest', 0.9656780827464143]
['tide', 0.9656780827464143]
['keener', 0.9656780827464143]
['motherhood', 0.9656780827464143]
['exploited', 0.9656780827464143]
['freely', 0.9656780827464143]
['insidious', 0.9656780827464143]
['indistinguishable', 0.9656780827464143]
['nateral', 0.9656780827464143]
['passively', 0.9656780827464143]
['raved', 0.9656780827464143]
['insert', 0.9656780827464143]
['rendered', 0.9656780827464143]
['saneness', 0.9656780827464143]
['canrobert', 0.9656780827464143]
['bud', 0.9656780827464143]
['wish', 0.9656780827464143]
['godsend', 0.9656780827464143]
['hath', 0.9656780827464143]
['queenly', 0.9656780827464143]
['smokin', 0.9656780827464143]
['pendant', 0.9656780827464143]
['verdure', 0.9656780827464143]
['quarrel', 0.9656780827464143]
['protuberance', 0.9656780827464143]
['borneo', 0.9656780827464143]
['exhibits', 0.9656780827464143]
['comprehend', 0.9656780827464143]
['rabelais', 0.9656780827464143]
['felicitous', 0.9656780827464143]
['bonar', 0.9656780827464143]
['gog', 0.9656780827464143]
['trumpeted', 0.9656780827464143]
['millennium', 0.9656780827464143]
['laborer', 0.9656780827464143]
['habitations', 0.9656780827464143]
['leafy', 0.9656780827464143]
['spade', 0.9656780827464143]
['treaty', 0.9656780827464143]
['mixture', 0.9656780827464143]
['moulin', 0.9656780827464143]
['shots', 0.9656780827464143]
['fiddlesticks', 0.9656780827464143]
['flowering', 0.9656780827464143]
['extracts', 0.9656780827464143]
['confidences', 0.9656780827464143]
['shadowed', 0.9656780827464143]
['bands', 0.9656780827464143]
['sanitary', 0.9656780827464143]
['escape', 0.9656780827464143]
['dante_', 0.9656780827464143]
['no', 0.9656780827464143]
['backward', 0.9656780827464143]
['advantage', 0.9656780827464143]
['lastingly', 0.9656780827464143]
['weird', 0.9656780827464143]
['seward', 0.9656780827464143]
['mcguire', 0.9656780827464143]
['laughter', 0.9656780827464143]
['slightest', 0.9656780827464143]
['harmed', 0.9656780827464143]
['sonnet', 0.9656780827464143]
['appraises', 0.9656780827464143]
['hoher', 0.9656780827464143]
['gaps', 0.9656780827464143]
['zebra', 0.9656780827464143]
['globules', 0.9656780827464143]
['explorers', 0.9656780827464143]
['impose', 0.9656780827464143]
['awfully', 0.9656780827464143]
['millions', 0.9656780827464143]
['hum', 0.9656780827464143]
['transcription', 0.9656780827464143]
['grieves', 0.9656780827464143]
['bereft', 0.9656780827464143]
['shrieks', 0.9656780827464143]
['booths', 0.9656780827464143]
['changing', 0.9656780827464143]
['except', 0.9656780827464143]
['tonya', 0.9656780827464143]
['poised', 0.9656780827464143]
['on', 0.9656780827464143]
['zealous', 0.9656780827464143]
['od', 0.9656780827464143]
['strongly', 0.9656780827464143]
['stumbled', 0.9656780827464143]
['dismayed', 0.9656780827464143]
['included', 0.9656780827464143]
['sticking', 0.9656780827464143]
['numb', 0.9656780827464143]
['paradise', 0.9656780827464143]
['thimbleful', 0.9656780827464143]
['experimenting', 0.9656780827464143]
['dispensed', 0.9656780827464143]
['pasquier', 0.9656780827464143]
['maison', 0.9656780827464143]
['awakens', 0.9656780827464143]
['camel', 0.9656780827464143]
['windings', 0.9656780827464143]
['succeed', 0.9656780827464143]
['duc', 0.9656780827464143]
['pigmies', 0.9656780827464143]
['leans', 0.9656780827464143]
['arrives', 0.9656780827464143]
['persuasive', 0.9656780827464143]
['rocklike', 0.9656780827464143]
['tinker', 0.9656780827464143]
['mingled', 0.9656780827464143]
['bleeds', 0.9656780827464143]
['creaked', 0.9656780827464143]
['chirp', 0.9656780827464143]
['lowland', 0.9656780827464143]
['hears', 0.9656780827464143]
['tension', 0.9656780827464143]
['disinterestedness', 0.9656780827464143]
['straps', 0.9656780827464143]
['indignantly', 0.9656780827464143]
['profound', 0.9656780827464143]
['straightest', 0.9656780827464143]
['vehement', 0.9656780827464143]
['regards', 0.9656780827464143]
['chattered', 0.9656780827464143]
['patients', 0.9656780827464143]
['westward', 0.9656780827464143]
['tribulation', 0.9656780827464143]
['keays', 0.9656780827464143]
['torpedo', 0.9656780827464143]
['montmartre', 0.9656780827464143]
['interstices', 0.9656780827464143]
['mutual', 0.9656780827464143]
['accentuee', 0.9656780827464143]
['owe', 0.9656780827464143]
['vassals', 0.9656780827464143]
['relieving', 0.9656780827464143]
['thunder', 0.9656780827464143]
['afterguard', 0.9656780827464143]
['pompiers', 0.9656780827464143]
['interrupt', 0.9656780827464143]
['towered', 0.9656780827464143]
['series', 0.9656780827464143]
['clarence', 0.9656780827464143]
['tempting', 0.9656780827464143]
['sallied', 0.9656780827464143]
['parthians', 0.9656780827464143]
['shrubs', 0.9656780827464143]
['promenades', 0.9656780827464143]
['camp', 0.9656780827464143]
['rotary', 0.9656780827464143]
['joodicious', 0.9656780827464143]
['appalling', 0.9656780827464143]
['chirped', 0.9656780827464143]
['parlez', 0.9656780827464143]
['superhuman', 0.9656780827464143]
['worker', 0.9656780827464143]
['woollen', 0.9656780827464143]
['voyages', 0.9656780827464143]
['spectacles', 0.9656780827464143]
['innocent', 0.9656780827464143]
['atterley', 0.9656780827464143]
['clawlike', 0.9656780827464143]
['polytechnique', 0.9656780827464143]
['enemies', 0.9656780827464143]
['shakes', 0.9656780827464143]
['otter', 0.9656780827464143]
['wetness', 0.9656780827464143]
['disclosing', 0.9656780827464143]
['98', 0.9656780827464143]
['logically', 0.9656780827464143]
['papal', 0.9656780827464143]
['theoretical', 0.9656780827464143]
['chaucer', 0.9656780827464143]
['undertook', 0.9656780827464143]
['mused', 0.9656780827464143]
['chaining', 0.9656780827464143]
['squares', 0.9656780827464143]
['hoogley', 0.9656780827464143]
['buries', 0.9656780827464143]
['argument', 0.9656780827464143]
['instructed', 0.9656780827464143]
['masse', 0.9656780827464143]
['law_', 0.9656780827464143]
['commissariat', 0.9656780827464143]
['merit', 0.9656780827464143]
['clank', 0.9656780827464143]
['priest', 0.9656780827464143]
['worries', 0.9656780827464143]
['overflowed', 0.9656780827464143]
['ascribed', 0.9656780827464143]
['reichemberg', 0.9656780827464143]
['belie', 0.9656780827464143]
['pastimes', 0.9656780827464143]
['gist', 0.9656780827464143]
['rest', 0.9656780827464143]
['starving', 0.9656780827464143]
['kennel', 0.9656780827464143]
['tireless', 0.9656780827464143]
['october', 0.9656780827464143]
['biassed', 0.9656780827464143]
['beaks', 0.9656780827464143]
['mast', 0.9656780827464143]
['diary', 0.9656780827464143]
['coquetry', 0.9656780827464143]
['pedant', 0.9656780827464143]
['foundations', 0.9656780827464143]
['_am_', 0.9656780827464143]
['fiercely', 0.9656780827464143]
['rise_', 0.9656780827464143]
['castle', 0.9656780827464143]
['celer', 0.9656780827464143]
['rooted', 0.9656780827464143]
['fishermen', 0.9656780827464143]
['beforehand', 0.9656780827464143]
['commotion', 0.9656780827464143]
['wedded', 0.9656780827464143]
['golf', 0.9656780827464143]
['jade', 0.9656780827464143]
['diminution', 0.9656780827464143]
['adjoining', 0.9656780827464143]
['frosty', 0.9656780827464143]
['raced', 0.9656780827464143]
['forgiveness', 0.9656780827464143]
['redistribution', 0.9656780827464143]
['orbs', 0.9656780827464143]
['continue', 0.9656780827464143]
['curious', 0.9656780827464143]
['forearms', 0.9656780827464143]
['exposed', 0.9656780827464143]
['suit', 0.9656780827464143]
['inches', 0.9656780827464143]
['graciously', 0.9656780827464143]
['slums', 0.9656780827464143]
['us', 0.9656780827464143]
['freighted', 0.9656780827464143]
['procuring', 0.9656780827464143]
['mixing', 0.9656780827464143]
['isaiah', 0.9656780827464143]
['1409', 0.9656780827464143]
['expresses', 0.9656780827464143]
['mysteries', 0.9656780827464143]
['legendary', 0.9656780827464143]
['britons', 0.9656780827464143]
['bled', 0.9656780827464143]
['waffles', 0.9656780827464143]
['sculling', 0.9656780827464143]
['countrymen', 0.9656780827464143]
['kipling', 0.9656780827464143]
['handle', 0.9656780827464143]
['sanely', 0.9656780827464143]
['piston', 0.9656780827464143]
['snowfall', 0.9656780827464143]
['outsider', 0.9656780827464143]
['genghis', 0.9656780827464143]
['concerted', 0.9656780827464143]
['rooms', 0.9656780827464143]
['sketching', 0.9656780827464143]
['int', 0.9656780827464143]
['revanche', 0.9656780827464143]
['mansion', 0.9656780827464143]
['pedro', 0.9656780827464143]
['sped', 0.9656780827464143]
['jacob', 0.9656780827464143]
['horn', 0.9656780827464143]
['chef', 0.9656780827464143]
['watchers', 0.9656780827464143]
['transparence', 0.9656780827464143]
['augustines', 0.9656780827464143]
['tornadoes', 0.9656780827464143]
['farce', 0.9656780827464143]
['interview', 0.9656780827464143]
['haste', 0.9656780827464143]
['bespeak', 0.9656780827464143]
['remorse', 0.9656780827464143]
['minus', 0.9656780827464143]
['necktie', 0.9656780827464143]
['laden', 0.9656780827464143]
['latter', 0.9656780827464143]
['exercises', 0.9656780827464143]
['headlong', 0.9656780827464143]
['miserable', 0.9656780827464143]
['oblivious', 0.9656780827464143]
['comicall', 0.9656780827464143]
['jabbering', 0.9656780827464143]
['comfortable', 0.9656780827464143]
['board', 0.9656780827464143]
['chaff', 0.9656780827464143]
['months', 0.9656780827464143]
['difficiles', 0.9656780827464143]
['wax', 0.9656780827464143]
['inquiring', 0.9656780827464143]
['welcome', 0.9656780827464143]
['scarcity', 0.9656780827464143]
['uniform', 0.9656780827464143]
['coerced', 0.9656780827464143]
['emphasising', 0.9656780827464143]
['starless', 0.9656780827464143]
['vicinity', 0.9656780827464143]
['forms', 0.9656780827464143]
['worshiped', 0.9656780827464143]
['nutrition', 0.9656780827464143]
['troublesome', 0.9656780827464143]
['slay', 0.9656780827464143]
['overcoming', 0.9656780827464143]
['fifty', 0.9656780827464143]
['cannon', 0.9656780827464143]
['effectual', 0.9656780827464143]
['girdles', 0.9656780827464143]
['gleamed', 0.9656780827464143]
['receded', 0.9656780827464143]
['sibbern', 0.9656780827464143]
['unteachable', 0.9656780827464143]
['accommodating', 0.9656780827464143]
['trick', 0.9656780827464143]
['commanded', 0.9656780827464143]
['followers', 0.9656780827464143]
['thunderbolt', 0.9656780827464143]
['closest', 0.9656780827464143]
['favorites', 0.9656780827464143]
['skulking', 0.9656780827464143]
['throb', 0.9656780827464143]
['dashin', 0.9656780827464143]
['preconcerted', 0.9656780827464143]
['patrimonial', 0.9656780827464143]
['tellin', 0.9656780827464143]
['tendencies', 0.9656780827464143]
['hypochondria', 0.9656780827464143]
['recuperated', 0.9656780827464143]
['contains', 0.9656780827464143]
['propounded', 0.9656780827464143]
['stinging', 0.9656780827464143]
['archipelago', 0.9656780827464143]
['firmly', 0.9656780827464143]
['calms', 0.9656780827464143]
['complexions', 0.9656780827464143]
['bustle', 0.9656780827464143]
['help', 0.9656780827464143]
['muscalunge', 0.9656780827464143]
['sketched', 0.9656780827464143]
['issue', 0.9656780827464143]
['arbitration', 0.9656780827464143]
['irrefragable', 0.9656780827464143]
['experienced', 0.9656780827464143]
['usual', 0.9656780827464143]
['hesitating', 0.9656780827464143]
['constellation', 0.9656780827464143]
['distinguish', 0.9656780827464143]
['unrestrained', 0.9656780827464143]
['bidding', 0.9656780827464143]
['10007', 0.9656780827464143]
['gamy', 0.9656780827464143]
['crawled', 0.9656780827464143]
['sorbonne', 0.9656780827464143]
['works', 0.9656780827464143]
['shiny', 0.9656780827464143]
['convex', 0.9656780827464143]
['sullen', 0.9656780827464143]
['pretended', 0.9656780827464143]
['behalf', 0.9656780827464143]
['suite', 0.9656780827464143]
['virtuous', 0.9656780827464143]
['denunciations', 0.9656780827464143]
['meandering', 0.9656780827464143]
['spurzheim', 0.9656780827464143]
['win', 0.9656780827464143]
['bernhardt', 0.9656780827464143]
['crossed', 0.9656780827464143]
['circular', 0.9656780827464143]
['legions', 0.9656780827464143]
['conceiving', 0.9656780827464143]
['counterpart', 0.9656780827464143]
['hitching', 0.9656780827464143]
['manifestation', 0.9656780827464143]
['lectures', 0.9656780827464143]
['quarantine', 0.9656780827464143]
['amphibia', 0.9656780827464143]
['merino', 0.9656780827464143]
['portent', 0.9656780827464143]
['supernatural', 0.9656780827464143]
['allotted', 0.9656780827464143]
['kings', 0.9656780827464143]
['schoolgirls', 0.9656780827464143]
['cordilleras', 0.9656780827464143]
['swinging', 0.9656780827464143]
['bucks', 0.9656780827464143]
['trooping', 0.9656780827464143]
['fortification', 0.9656780827464143]
['underground', 0.9656780827464143]
['_ix_', 0.9656780827464143]
['dammed', 0.9656780827464143]
['fierce', 0.9656780827464143]
['spree', 0.9656780827464143]
['well', 0.9656780827464143]
['englander', 0.9656780827464143]
['mistakes', 0.9656780827464143]
['phenomena', 0.9656780827464143]
['november_', 0.9656780827464143]
['pestilence', 0.9656780827464143]
['entr', 0.9656780827464143]
['hazy', 0.9656780827464143]
['haze', 0.9656780827464143]
['besides', 0.9656780827464143]
['ware', 0.9656780827464143]
['commencing', 0.9656780827464143]
['bone', 0.9656780827464143]
['shirking', 0.9656780827464143]
['quaintly', 0.9656780827464143]
['_beginneth', 0.9656780827464143]
['struggle', 0.9656780827464143]
['burmans', 0.9656780827464143]
['thereon', 0.9656780827464143]
['juster', 0.9656780827464143]
['enabled', 0.9656780827464143]
['preparation', 0.9656780827464143]
['extracting', 0.9656780827464143]
['seer', 0.9656780827464143]
['doc', 0.9656780827464143]
['alarm', 0.9656780827464143]
['mollusca', 0.9656780827464143]
['dog', 0.9656780827464143]
['dunghill', 0.9656780827464143]
['principle', 0.9656780827464143]
['patter', 0.9656780827464143]
['patted', 0.9656780827464143]
['04', 0.9656780827464143]
['maigre_', 0.9656780827464143]
['uselessly', 0.9656780827464143]
['riley', 0.9656780827464143]
['belly', 0.9656780827464143]
['unfortunate', 0.9656780827464143]
['sodden', 0.9656780827464143]
['serviette', 0.9656780827464143]
['prairies', 0.9656780827464143]
['restate', 0.9656780827464143]
['decazes', 0.9656780827464143]
['teeth', 0.9656780827464143]
['trended', 0.9656780827464143]
['thither_', 0.9656780827464143]
['arbor', 0.9656780827464143]
['swayed', 0.9656780827464143]
['mad', 0.9656780827464143]
['scrambling', 0.9656780827464143]
['smudge', 0.9656780827464143]
['demanding', 0.9656780827464143]
['org', 0.9656780827464143]
['little', 0.9656780827464143]
['murky', 0.9656780827464143]
['show', 0.9656780827464143]
['plump', 0.9656780827464143]
['icily', 0.9656780827464143]
['canto', 0.9656780827464143]
['cornered', 0.9656780827464143]
['ambassadors', 0.9656780827464143]
['undershirt', 0.9656780827464143]
['shingles', 0.9656780827464143]
['squally', 0.9656780827464143]
['niceties', 0.9656780827464143]
['vistas', 0.9656780827464143]
['lodgings', 0.9656780827464143]
['slung', 0.9656780827464143]
['turnips', 0.9656780827464143]
['mayest', 0.9656780827464143]
['enmity', 0.9656780827464143]
['two', 0.9656780827464143]
['gravely', 0.9656780827464143]
['attain', 0.9656780827464143]
['advice', 0.9656780827464143]
['playing', 0.9656780827464143]
['predisposed', 0.9656780827464143]
['undefiled', 0.9656780827464143]
['noticing', 0.9656780827464143]
['inception', 0.9656780827464143]
['complain', 0.9656780827464143]
['fish', 0.9656780827464143]
['hard', 0.9656780827464143]
['hart', 0.9656780827464143]
['orient', 0.9656780827464143]
['childish', 0.9656780827464143]
['members', 0.9656780827464143]
['laughable', 0.9656780827464143]
['revive', 0.9656780827464143]
['regulation', 0.9656780827464143]
['insufferably', 0.9656780827464143]
['ruin', 0.9656780827464143]
['distributes', 0.9656780827464143]
['silk', 0.9656780827464143]
['sill', 0.9656780827464143]
['merchandise', 0.9656780827464143]
['contagious', 0.9656780827464143]
['changeable', 0.9656780827464143]
['fane', 0.9656780827464143]
['distraught', 0.9656780827464143]
['burned', 0.9656780827464143]
['geological', 0.9656780827464143]
['kernels', 0.9656780827464143]
['llana', 0.9656780827464143]
['soeur', 0.9656780827464143]
['recht', 0.9656780827464143]
['wherein', 0.9656780827464143]
['husbands', 0.9656780827464143]
['predecessors', 0.9656780827464143]
['shakrack', 0.9656780827464143]
['deliberately', 0.9656780827464143]
['valueless', 0.9656780827464143]
['judgement', 0.9656780827464143]
['hissin', 0.9656780827464143]
['obliged', 0.9656780827464143]
['jewelry', 0.9656780827464143]
['aversion', 0.9656780827464143]
['caraccas', 0.9656780827464143]
['necks', 0.9656780827464143]
['cesspools', 0.9656780827464143]
['prepared', 0.9656780827464143]
['cynthia', 0.9656780827464143]
['ennemi', 0.9656780827464143]
['pipes', 0.9656780827464143]
['piper', 0.9656780827464143]
['paddle', 0.9656780827464143]
['infantry', 0.9656780827464143]
['bluff', 0.9656780827464143]
['terrier', 0.9656780827464143]
['bind', 0.9656780827464143]
['diminutive', 0.9656780827464143]
['lettres', 0.9656780827464143]
['freshness', 0.9656780827464143]
['mate', 0.9656780827464143]
['afterward', 0.9656780827464143]
['strategic', 0.9656780827464143]
['gasping', 0.9656780827464143]
['staff', 0.9656780827464143]
['inspiring', 0.9656780827464143]
['greece', 0.9656780827464143]
['awaits', 0.9656780827464143]
['accents', 0.9656780827464143]
['dissent', 0.9656780827464143]
['shantied', 0.9656780827464143]
['pampered', 0.9656780827464143]
['repeated', 0.9656780827464143]
['littered', 0.9656780827464143]
['traceries', 0.9656780827464143]
['repenting', 0.9656780827464143]
['sibilance', 0.9656780827464143]
['undulation', 0.9656780827464143]
['strap', 0.9656780827464143]
['moisten', 0.9656780827464143]
['clapped', 0.9656780827464143]
['eugene', 0.9656780827464143]
['potatoes', 0.9656780827464143]
['frantically', 0.9656780827464143]
['wariness', 0.9656780827464143]
['heavenly', 0.9656780827464143]
['masterpiece', 0.9656780827464143]
['hopeless', 0.9656780827464143]
['hearing', 0.9656780827464143]
['flippant', 0.9656780827464143]
['wrapped', 0.9656780827464143]
['wardrobe', 0.9656780827464143]
['garlanded', 0.9656780827464143]
['snow', 0.9656780827464143]
['yang', 0.9656780827464143]
['announce', 0.9656780827464143]
['glided', 0.9656780827464143]
['mending', 0.9656780827464143]
['splendor', 0.9656780827464143]
['footway', 0.9656780827464143]
['plus', 0.9656780827464143]
['git', 0.9656780827464143]
['whereas', 0.9656780827464143]
['intimacy', 0.9656780827464143]
['rushin', 0.9656780827464143]
['dion', 0.9656780827464143]
['obsolete', 0.9656780827464143]
['disliked', 0.9656780827464143]
['furnishes', 0.9656780827464143]
['staterooms', 0.9656780827464143]
['flutter', 0.9656780827464143]
['population', 0.9656780827464143]
['sere', 0.9656780827464143]
['michele', 0.9656780827464143]
['warhorse', 0.9656780827464143]
['pinin', 0.9656780827464143]
['priests', 0.9656780827464143]
['afterwards', 0.9656780827464143]
['60', 0.9656780827464143]
['vowed', 0.9656780827464143]
['actions', 0.9656780827464143]
['satin', 0.9656780827464143]
['incurring', 0.9656780827464143]
['saunter_', 0.9656780827464143]
['augustus', 0.9656780827464143]
['diverges', 0.9656780827464143]
['babylon', 0.9656780827464143]
['quizzical', 0.9656780827464143]
['warship', 0.9656780827464143]
['weaknesses', 0.9656780827464143]
['outrages', 0.9656780827464143]
['accompli', 0.9656780827464143]
['communities', 0.9656780827464143]
['marcus', 0.9656780827464143]
['characterizes', 0.9656780827464143]
['murmured', 0.9656780827464143]
['friendship', 0.9656780827464143]
['sailor', 0.9656780827464143]
['notify', 0.9656780827464143]
['fees', 0.9656780827464143]
['uncommonly', 0.9656780827464143]
['displacing', 0.9656780827464143]
['79', 0.9656780827464143]
['unsuited', 0.9656780827464143]
['beautifully', 0.9656780827464143]
['latin', 0.9656780827464143]
['political', 0.9656780827464143]
['earthward', 0.9656780827464143]
['shaped', 0.9656780827464143]
['distrust', 0.9656780827464143]
['emanate', 0.9656780827464143]
['sprightly', 0.9656780827464143]
['analyze', 0.9656780827464143]
['individuality', 0.9656780827464143]
['vica', 0.9656780827464143]
['appeased', 0.9656780827464143]
['coolly', 0.9656780827464143]
['material', 0.9656780827464143]
['decapitate', 0.9656780827464143]
['weaver', 0.9656780827464143]
['unwashed', 0.9656780827464143]
['july', 0.9656780827464143]
['squealing', 0.9656780827464143]
['inspirations', 0.9656780827464143]
['unmoved', 0.9656780827464143]
['offending', 0.9656780827464143]
['gutter', 0.9656780827464143]
['riveted', 0.9656780827464143]
['recollection', 0.9656780827464143]
['concourse', 0.9656780827464143]
['_iliad_', 0.9656780827464143]
['tumble', 0.9656780827464143]
['desolations', 0.9656780827464143]
['below', 0.9656780827464143]
['_debris_', 0.9656780827464143]
['comporting', 0.9656780827464143]
['eligible', 0.9656780827464143]
['elegant', 0.9656780827464143]
['herd', 0.9656780827464143]
['occupying', 0.9656780827464143]
['until', 0.9656780827464143]
['hold', 0.9656780827464143]
['94', 0.9656780827464143]
['accomplishment', 0.9656780827464143]
['sweeter', 0.9656780827464143]
['gameness', 0.9656780827464143]
['drying', 0.9656780827464143]
['classify', 0.9656780827464143]
['dreamer', 0.9656780827464143]
['snakes', 0.9656780827464143]
['spider', 0.9656780827464143]
['contracting', 0.9656780827464143]
['shelved', 0.9656780827464143]
['rond', 0.9656780827464143]
['bitter', 0.9656780827464143]
['acquisition', 0.9656780827464143]
['droppings', 0.9656780827464143]
['prie', 0.9656780827464143]
['release', 0.9656780827464143]
['friability', 0.9656780827464143]
['pity', 0.9656780827464143]
['confusedly', 0.9656780827464143]
['tune', 0.9656780827464143]
['exclaiming', 0.9656780827464143]
['betimes', 0.9656780827464143]
['pondered', 0.9656780827464143]
['slightly', 0.9656780827464143]
['floor', 0.9656780827464143]
['grammatical', 0.9656780827464143]
['steamship', 0.9656780827464143]
['rolling', 0.9656780827464143]
['nager', 0.9656780827464143]
['insignificant', 0.9656780827464143]
['climax', 0.9656780827464143]
['conveying', 0.9656780827464143]
['superiors', 0.9656780827464143]
['undisguised', 0.9656780827464143]
['massive', 0.9656780827464143]
