['intimidated', 0.9981380320967599]
['peeping', 0.9539982108274059]
['oarsmen', 0.9539982108274059]
['quo_', 0.9539982108274059]
['unpretending', 0.9539982108274059]
['betted', 0.9539982108274059]
['carve', 0.9539982108274059]
['downs', 0.9539982108274059]
['afforded', 0.9539982108274059]
['successively', 0.9539982108274059]
['principles', 0.9539982108274059]
['principled', 0.9539982108274059]
['usages', 0.9539982108274059]
['fathomless', 0.9539982108274059]
['venezuela', 0.9539982108274059]
['bar', 0.9539982108274059]
['softly', 0.9539982108274059]
['mournfully', 0.9539982108274059]
['sevres', 0.9539982108274059]
['adventer', 0.9539982108274059]
['lumberin', 0.9539982108274059]
['unnoted', 0.9539982108274059]
['mythological', 0.9539982108274059]
['distorts', 0.9539982108274059]
['overt', 0.9539982108274059]
['potential', 0.9539982108274059]
['notorious', 0.9539982108274059]
['offering', 0.9539982108274059]
['unholy', 0.9539982108274059]
['sabres', 0.9539982108274059]
['unpleasant', 0.9539982108274059]
['pious', 0.9539982108274059]
['did', 0.9539982108274059]
['acceptably', 0.9539982108274059]
['fly', 0.9539982108274059]
['quivery', 0.9539982108274059]
['slily', 0.9539982108274059]
['mais', 0.9539982108274059]
['ours', 0.9539982108274059]
['possess', 0.9539982108274059]
['requesting', 0.9539982108274059]
['ministry', 0.9539982108274059]
['personalities', 0.9539982108274059]
['slept', 0.9539982108274059]
['dash', 0.9539982108274059]
['normal', 0.9539982108274059]
['moaned', 0.9539982108274059]
['whispered', 0.9539982108274059]
['despaired', 0.9539982108274059]
['mart', 0.9539982108274059]
['employments', 0.9539982108274059]
['gripped', 0.9539982108274059]
['pat', 0.9539982108274059]
['seagulls', 0.9539982108274059]
['running', 0.9539982108274059]
['gates', 0.9539982108274059]
['mon', 0.9539982108274059]
['critical', 0.9539982108274059]
['finicky', 0.9539982108274059]
['practical', 0.9539982108274059]
['road', 0.9539982108274059]
['decisive', 0.9539982108274059]
['deepened', 0.9539982108274059]
['fellow', 0.9539982108274059]
['prudent', 0.9539982108274059]
['awkwardly', 0.9539982108274059]
['preordained', 0.9539982108274059]
['abt', 0.9539982108274059]
['coronet', 0.9539982108274059]
['speeches', 0.9539982108274059]
['eat_', 0.9539982108274059]
['oblique', 0.9539982108274059]
['forthwith', 0.9539982108274059]
['lookout', 0.9539982108274059]
['muscles', 0.9539982108274059]
['favorably', 0.9539982108274059]
['excels', 0.9539982108274059]
['cunningest', 0.9539982108274059]
['adapts', 0.9539982108274059]
['vine', 0.9539982108274059]
['medley', 0.9539982108274059]
['surrendered', 0.9539982108274059]
['11th', 0.9539982108274059]
['donate', 0.9539982108274059]
['cubes', 0.9539982108274059]
['prosecuting', 0.9539982108274059]
['headaches', 0.9539982108274059]
['foreshadowed', 0.9539982108274059]
['imperialist', 0.9539982108274059]
['drawbacks', 0.9539982108274059]
['supersede', 0.9539982108274059]
['profoundly', 0.9539982108274059]
['serves', 0.9539982108274059]
['ourselves', 0.9539982108274059]
['misplaced', 0.9539982108274059]
['transmuted', 0.9539982108274059]
['icarus', 0.9539982108274059]
['accidental', 0.9539982108274059]
['oedipus', 0.9539982108274059]
['vehicles', 0.9539982108274059]
['2001', 0.9539982108274059]
['maintain', 0.9539982108274059]
['justification', 0.9539982108274059]
['tenue', 0.9539982108274059]
['extreme', 0.9539982108274059]
['extravagance', 0.9539982108274059]
['scandal', 0.9539982108274059]
['impotency', 0.9539982108274059]
['eccentricity', 0.9539982108274059]
['billed', 0.9539982108274059]
['flacons', 0.9539982108274059]
['stock', 0.9539982108274059]
['united', 0.9539982108274059]
['furnish', 0.9539982108274059]
['shreds', 0.9539982108274059]
['relativity', 0.9539982108274059]
['day', 0.9539982108274059]
['estranged', 0.9539982108274059]
['radiant', 0.9539982108274059]
['identified', 0.9539982108274059]
['empires', 0.9539982108274059]
['lecture', 0.9539982108274059]
['qualification', 0.9539982108274059]
['negro', 0.9539982108274059]
['dictate', 0.9539982108274059]
['orloff', 0.9539982108274059]
['bear', 0.9539982108274059]
['flapped', 0.9539982108274059]
['routine', 0.9539982108274059]
['promoter', 0.9539982108274059]
['occultism', 0.9539982108274059]
['helper', 0.9539982108274059]
['helped', 0.9539982108274059]
['toil', 0.9539982108274059]
['eddying', 0.9539982108274059]
['lake', 0.9539982108274059]
['spielsdorf', 0.9539982108274059]
['glad_', 0.9539982108274059]
['noisy', 0.9539982108274059]
['visconti', 0.9539982108274059]
['brand', 0.9539982108274059]
['tarpaulins', 0.9539982108274059]
['unintelligible', 0.9539982108274059]
['claiming', 0.9539982108274059]
['stimulant', 0.9539982108274059]
['venus', 0.9539982108274059]
['ebony', 0.9539982108274059]
['predicated', 0.9539982108274059]
['archaeology', 0.9539982108274059]
['flagrante', 0.9539982108274059]
['_seals', 0.9539982108274059]
['ram', 0.9539982108274059]
['cotillion', 0.9539982108274059]
['degenerated', 0.9539982108274059]
['coute', 0.9539982108274059]
['sullivan', 0.9539982108274059]
['confident', 0.9539982108274059]
['incredulity', 0.9539982108274059]
['vices', 0.9539982108274059]
['breakfasted', 0.9539982108274059]
['perfected', 0.9539982108274059]
['gouvernement', 0.9539982108274059]
['benignantly', 0.9539982108274059]
['_lunatic_', 0.9539982108274059]
['fetes', 0.9539982108274059]
['endorsing', 0.9539982108274059]
['muster', 0.9539982108274059]
['tin', 0.9539982108274059]
['serious', 0.9539982108274059]
['alternations', 0.9539982108274059]
['planning', 0.9539982108274059]
['stands', 0.9539982108274059]
['confounded', 0.9539982108274059]
['expectant', 0.9539982108274059]
['birthday', 0.9539982108274059]
['authenticity', 0.9539982108274059]
['distributor', 0.9539982108274059]
['persuasions', 0.9539982108274059]
['tornado', 0.9539982108274059]
['consignment', 0.9539982108274059]
['missions', 0.9539982108274059]
['hermit', 0.9539982108274059]
['hind', 0.9539982108274059]
['unhappiness', 0.9539982108274059]
['hare', 0.9539982108274059]
['toilet', 0.9539982108274059]
['britain', 0.9539982108274059]
['whiskers', 0.9539982108274059]
['carolled', 0.9539982108274059]
['far', 0.9539982108274059]
['sont', 0.9539982108274059]
['anniversary', 0.9539982108274059]
['suddenly', 0.9539982108274059]
['universelle', 0.9539982108274059]
['lightsome', 0.9539982108274059]
['sandwich', 0.9539982108274059]
['grande', 0.9539982108274059]
['eludes', 0.9539982108274059]
['merciful', 0.9539982108274059]
['cigarettes', 0.9539982108274059]
['pirates', 0.9539982108274059]
['relieved', 0.9539982108274059]
['stale', 0.9539982108274059]
['hit', 0.9539982108274059]
['whistle', 0.9539982108274059]
['art', 0.9539982108274059]
['arm', 0.9539982108274059]
['learns', 0.9539982108274059]
['lengths', 0.9539982108274059]
['brooding', 0.9539982108274059]
['edge', 0.9539982108274059]
['illusions', 0.9539982108274059]
['witie', 0.9539982108274059]
['prefets', 0.9539982108274059]
['unstable', 0.9539982108274059]
['traits', 0.9539982108274059]
['casks', 0.9539982108274059]
['disconcerted', 0.9539982108274059]
['peevishly', 0.9539982108274059]
['recited', 0.9539982108274059]
['crane', 0.9539982108274059]
['mardi', 0.9539982108274059]
['cupboards', 0.9539982108274059]
['clericalism', 0.9539982108274059]
['commissions', 0.9539982108274059]
['uphold', 0.9539982108274059]
['alder', 0.9539982108274059]
['wishes', 0.9539982108274059]
['notes', 0.9539982108274059]
['coverlet', 0.9539982108274059]
['adjusts', 0.9539982108274059]
['territoire', 0.9539982108274059]
['scaled', 0.9539982108274059]
['dearest', 0.9539982108274059]
['obliteration', 0.9539982108274059]
['hitherto', 0.9539982108274059]
['triumvirate', 0.9539982108274059]
['institution', 0.9539982108274059]
['wanly', 0.9539982108274059]
['riches', 0.9539982108274059]
['mistook', 0.9539982108274059]
['debate', 0.9539982108274059]
['rendre', 0.9539982108274059]
['conversions', 0.9539982108274059]
['merits', 0.9539982108274059]
['profanity', 0.9539982108274059]
['copingstone', 0.9539982108274059]
['retailing', 0.9539982108274059]
['cloaks', 0.9539982108274059]
['happiness', 0.9539982108274059]
['andrassy', 0.9539982108274059]
['pheronactus', 0.9539982108274059]
['disturbance', 0.9539982108274059]
['sky', 0.9539982108274059]
['adoption', 0.9539982108274059]
['earthquakes', 0.9539982108274059]
['boom', 0.9539982108274059]
['identical', 0.9539982108274059]
['boon', 0.9539982108274059]
['republics', 0.9539982108274059]
['know', 0.9539982108274059]
['leaded', 0.9539982108274059]
['weaving', 0.9539982108274059]
['malefactor', 0.9539982108274059]
['flaw', 0.9539601529286074]
['prow', 0.9539601529286074]
['void', 0.9535644453581013]
['reducible', 0.9535644453581013]
['descend', 0.9535644453581013]
['slouched', 0.9535644453581013]
['seemingly', 0.9535644453581013]
['ruled', 0.9529123990783961]
['problem', 0.9517729213240507]
['pheasants', 0.9517729213240507]
['sentences', 0.9517729213240507]
['propping', 0.9517729213240507]
['ambiguously', 0.9517093246344]
['coasts', 0.9512841602918516]
['germain', 0.9506674046899954]
['superintend', 0.9500657964222147]
['direction', 0.9491594225826114]
['consolation', 0.948799207764936]
['tine', 0.9485870373548927]
['electors', 0.9485870373548927]
['exceedingly', 0.9485870373548927]
['inactive', 0.9485870373548927]
['baggage', 0.9485870373548927]
['bloodstained', 0.9485870373548927]
['rude', 0.9485870373548927]
['comrades', 0.9485870373548927]
['nuptial', 0.9485870373548927]
['egsperiment', 0.9485870373548927]
['milder', 0.9485635194774535]
['eh', 0.9482178838318982]
['scalp', 0.9481305030733294]
['richer', 0.9476246137614605]
['devils', 0.9475318421121695]
['legislation', 0.9471285942696176]
['animadverted', 0.9465420429939978]
['defer', 0.9464359786907631]
['florentines', 0.9464234892830673]
['jealousies', 0.9463591508585708]
['wrangled', 0.9463591508585708]
['_me_', 0.9463454071289561]
['hundredth', 0.9463454071289561]
['steamer', 0.946312209891983]
['webbed', 0.946312209891983]
['groupe', 0.946312209891983]
['bondage', 0.945981884775807]
['quack', 0.945941019809203]
['vehemently', 0.945941019809203]
['_descending_', 0.9456906094721581]
['blockhouse', 0.9454140414679354]
['wannsee', 0.9448177574642381]
['international', 0.9445237988081276]
['vitiate', 0.9445237988081276]
['mid', 0.9445237988081276]
['scientifically', 0.9445237988081276]
['primin', 0.9445237988081276]
['undercurrents', 0.9445237988081276]
['cortege', 0.9442009040115619]
['newsletter', 0.9441975930182465]
['piety', 0.9440413692468161]
['won', 0.944007556924411]
['xix', 0.943452159547365]
['long', 0.9434293320954578]
['summit', 0.9432343135480394]
['against', 0.9432343135480394]
['depression', 0.9432343135480394]
['unanswered', 0.9425146397627748]
['satisfactory', 0.9421648094980796]
['pulp', 0.9421648094980796]
['lazier', 0.9421648094980796]
['amaranths', 0.9421648094980796]
['annals', 0.9421648094980796]
['task', 0.9421648094980796]
['diseases', 0.9421648094980796]
['reclining', 0.9421648094980796]
['doubting', 0.9421648094980796]
['gif', 0.9421648094980796]
['sup', 0.9421648094980796]
['softest', 0.9421648094980796]
['shirt', 0.9421648094980796]
['drowning', 0.9421648094980796]
['fille', 0.9421648094980796]
['fall', 0.9421648094980796]
['back', 0.9421648094980796]
['tattered', 0.9421648094980796]
['demeanour', 0.9421648094980796]
['coups', 0.9421648094980796]
['arnold', 0.9421648094980796]
['_love_', 0.9421648094980796]
['tricksy', 0.9421648094980796]
['loftier', 0.9421648094980796]
['palpably', 0.9421648094980796]
['aura', 0.9421648094980796]
['suited', 0.9421648094980796]
['nonproprietary', 0.9421648094980796]
['within', 0.9421648094980796]
['data', 0.9421648094980796]
['prone', 0.9421648094980796]
['_little_', 0.9421648094980796]
['invisible', 0.9421648094980796]
['meat', 0.9421648094980796]
['brothers_', 0.9421648094980796]
['efficacy', 0.9421648094980796]
['computers', 0.9421648094980796]
['thickets', 0.9421648094980796]
['hohenlohe', 0.9421648094980796]
['communion', 0.9421648094980796]
['swimmin', 0.9421648094980796]
['recognise', 0.9421648094980796]
['goldsmith', 0.9421648094980796]
['prelude', 0.9421648094980796]
['renault', 0.9421648094980796]
['unlike', 0.9421648094980796]
['nobles', 0.9421648094980796]
['_lunarium_', 0.9421648094980796]
['beneath', 0.9421648094980796]
['opportunities', 0.9421648094980796]
['mobilization', 0.9421648094980796]
['puttin', 0.9421648094980796]
['innocently', 0.9421648094980796]
['throwing', 0.9421648094980796]
['fathers', 0.9421648094980796]
['carlton', 0.9421648094980796]
['tapped', 0.9421648094980796]
['estimable', 0.9421648094980796]
['fideles', 0.9421648094980796]
['acre', 0.9421648094980796]
['disused', 0.9421648094980796]
['dam', 0.9421648094980796]
['dar', 0.9421648094980796]
['hellish', 0.9421648094980796]
['revival', 0.9421648094980796]
['incomparable', 0.9421648094980796]
['oupire', 0.9421648094980796]
['affording', 0.9421648094980796]
['exhausting', 0.9421648094980796]
['eyewitness', 0.9421648094980796]
['unconsciously', 0.9418492197311386]
['sighed', 0.9416661002980758]
['canon', 0.9416661002980758]
['contest', 0.9416661002980758]
['daystar', 0.9415447727726076]
['eyeless', 0.9415143248418658]
['scoffed', 0.9407477605332873]
['beggin', 0.940242544865963]
['combine', 0.940242544865963]
['predestined', 0.9400402997721418]
['august', 0.9399217367572934]
['socks', 0.9399217367572934]
['relaxed', 0.9399217367572934]
['twinkled', 0.9399217367572934]
['incoming', 0.9399217367572934]
['baiting', 0.9399217367572934]
['classed', 0.9399217367572934]
['track', 0.9399005547653987]
['leetle', 0.9398449962227325]
['sou', 0.9398449962227325]
['titles', 0.9398449962227325]
['oswego', 0.9398449962227325]
['press_', 0.9398449962227325]
['madam', 0.9397683741905807]
['tongtoia', 0.9397315623442197]
['telegram', 0.9394376483329516]
['truly', 0.9394376483329516]
['comprehends', 0.9394376483329516]
['_terwauling', 0.9389838429417641]
['cease', 0.9388101435264828]
['swinelike', 0.9388101435264828]
['sincerity', 0.9388101435264828]
['sections', 0.9388101435264828]
['ranks', 0.9388101435264828]
['played', 0.9388101435264828]
['bushy', 0.9388101435264828]
['chasm', 0.9388101435264828]
['wrapping', 0.9388101435264828]
['californy', 0.9388101435264828]
['biblical', 0.9388101435264828]
['instances', 0.9388101435264828]
['_qui', 0.9388101435264828]
['seminaries', 0.9388101435264828]
['catalogues', 0.9384635368329716]
['hangchow', 0.9376512244998709]
['vulcan', 0.9367626020740227]
['yells', 0.9367626020740227]
['circuit', 0.9364735059865544]
['jersey', 0.9363930863773149]
['rebellious', 0.936386121489797]
['hailed', 0.9361157284610853]
['crew', 0.9360081296502742]
['sentiment', 0.9355995920710962]
['glutted', 0.9354699044308301]
['embodied', 0.9354699044308301]
['whitish', 0.9353971912585727]
['gregory', 0.9349620026217671]
['reiterating', 0.9341494368880692]
['undaunted', 0.9341494368880692]
['disclosed', 0.9337220688224364]
['deathly', 0.933371506505717]
['chatty', 0.9329341027452199]
['irrelevant', 0.9329341027452199]
['christine', 0.9327823944732613]
['convictions', 0.9327823944732613]
['libraries', 0.9326671549440447]
['superadded', 0.9326003213463722]
['tables', 0.9320877462802147]
['tiny', 0.9314765828480371]
['fulfil', 0.9308431331632665]
['peninsula', 0.9305846497728387]
['discerned', 0.9300712786038927]
['fairy', 0.9298058628874646]
['coachmen', 0.9294708346118133]
['rug', 0.9294303359688086]
['dismissed', 0.9286708237661048]
['baying', 0.9286708237661048]
['darkly', 0.9283109856880907]
['xii', 0.9282772806604237]
['constrictor', 0.9281841015285439]
['headstones', 0.9281841015285439]
['enrolled', 0.928067835874144]
['beset', 0.928067835874144]
['blest', 0.9277766613875064]
['semi', 0.9272249195324009]
['occasioned', 0.9270900552041761]
['professorship', 0.9269089949905566]
['attempted', 0.9267972864938707]
['exist', 0.9267570355215423]
['que', 0.9266929146175507]
['restore', 0.9266929146175507]
['carboniferous', 0.9261212796020367]
['comtesse', 0.9258088399656275]
['barbarians', 0.9255904893998941]
['competent', 0.9246967241597747]
['03', 0.9239739749091225]
['increased', 0.9239739749091225]
['boldly', 0.9238402542478349]
['harder', 0.9233886987191593]
['stench', 0.9232325963139915]
['averse', 0.9231078418157543]
['systematically', 0.9231078418157543]
['reads', 0.9228625705223308]
['helping', 0.9225914760125503]
['chiseled', 0.9223703903344956]
['inedites', 0.9223703903344956]
['steeds', 0.9223703903344956]
['raking', 0.9219803171579912]
['remedies', 0.9219435728690393]
['pretexts', 0.9219435728690393]
['republicains', 0.9219435728690393]
['comical', 0.9219435728690393]
['courts', 0.9214100900623294]
['modification', 0.9209517378937235]
['goals', 0.9209424439888485]
['packers', 0.9208402408445788]
['reached', 0.920753725673663]
['topsail', 0.9207499599187545]
['breaker', 0.9205938679762682]
['tells', 0.920502964961083]
['karnstein', 0.920502964961083]
['interrupting', 0.920502964961083]
['canines', 0.9204058004414564]
['faraway', 0.919907840406671]
['trip', 0.919907840406671]
['_nay', 0.9198143975518707]
['magical', 0.9197295991203143]
['than', 0.9196780276697488]
['festered', 0.9196466744461387]
['unjust', 0.9196466744461387]
['peur', 0.9196466744461387]
['misrepresentations', 0.9196466744461387]
['lapping', 0.9196466744461387]
['wearying', 0.9196466744461387]
['tallest', 0.9196466744461387]
['supper', 0.9196466744461387]
['peremptory', 0.9196466744461387]
['ham', 0.9196466744461387]
['festivities', 0.9196466744461387]
['smashed', 0.9196466744461387]
['disgrace', 0.9196466744461387]
['overturned', 0.9196466744461387]
['consoles', 0.9196466744461387]
['thunders', 0.9196466744461387]
['penitence', 0.9196466744461387]
['carrion', 0.9196466744461387]
['alarming', 0.9196466744461387]
['expended', 0.9196466744461387]
['floated', 0.9196466744461387]
['hast', 0.9196466744461387]
['cheerfulness', 0.9196466744461387]
['occupation', 0.9196466744461387]
['overboard', 0.9196466744461387]
['outlying', 0.9196466744461387]
['peeper', 0.9196466744461387]
['petitions', 0.9196466744461387]
['gallons', 0.9196466744461387]
['false', 0.9196466744461387]
['chivalrous', 0.9196466744461387]
['taxed', 0.9196466744461387]
['tented', 0.9196466744461387]
['catholicism', 0.9196466744461387]
['tick', 0.9196466744461387]
['compete', 0.9196466744461387]
['shrubbery', 0.9196466744461387]
['pilgrimage', 0.9196466744461387]
['diffidence', 0.9196466744461387]
['advancement', 0.9196466744461387]
['cylinder', 0.9196466744461387]
['automobiles', 0.9196466744461387]
['cost', 0.9196466744461387]
['populating', 0.9196466744461387]
['forging', 0.9196466744461387]
['woefully', 0.9196466744461387]
['produce', 0.9196466744461387]
['profuse', 0.9196466744461387]
['embittered', 0.9196466744461387]
['distaff', 0.9196466744461387]
['presentiments', 0.9196466744461387]
['implacable', 0.9196466744461387]
['renewed', 0.9196466744461387]
['outlook', 0.9196466744461387]
['system_', 0.9196466744461387]
['horse', 0.9196466744461387]
['grand', 0.9196466744461387]
['dissimilarity', 0.9196466744461387]
['obviously', 0.9196466744461387]
['lips', 0.9196466744461387]
['charming', 0.9196466744461387]
['meet', 0.9196466744461387]
['corruptions', 0.9196466744461387]
['quivered', 0.9196466744461387]
['cause', 0.9196466744461387]
['parts', 0.9196466744461387]
['insurmountable', 0.9196466744461387]
['lincoln', 0.9196466744461387]
['weenest', 0.9196466744461387]
['homeric', 0.9196466744461387]
['growths', 0.9196466744461387]
['spokesman', 0.9196466744461387]
['forgot', 0.9196466744461387]
['burgess', 0.9196466744461387]
['sweepers', 0.9196466744461387]
['shimmering', 0.9196466744461387]
['somehow', 0.9196466744461387]
['vaulted', 0.9196466744461387]
['refined', 0.9196466744461387]
['fraction', 0.9196466744461387]
['blasphemies', 0.9196466744461387]
['basket', 0.9196466744461387]
['tucker', 0.9196466744461387]
['gee', 0.9196466744461387]
['politicians', 0.9196466744461387]
['vertically', 0.9196466744461387]
['educator', 0.9196466744461387]
['outs', 0.9196466744461387]
['shipless', 0.9196466744461387]
['squeezed', 0.9196466744461387]
['flickered', 0.9196466744461387]
['glaucus', 0.9196466744461387]
['dejectedly', 0.9196466744461387]
['restaurant', 0.9196466744461387]
['potins', 0.9196466744461387]
['cut', 0.9196466744461387]
['studious', 0.9196466744461387]
['triumphing', 0.9196466744461387]
['cloud', 0.9196466744461387]
['wrangle', 0.9196466744461387]
['adoration', 0.9196466744461387]
['climb', 0.9196466744461387]
['varies', 0.9196466744461387]
['furious', 0.9196466744461387]
['wedding', 0.9196466744461387]
['contriving', 0.9196466744461387]
['angers', 0.9196466744461387]
['applicants', 0.9196466744461387]
['grunting', 0.9196466744461387]
['tableland', 0.9196466744461387]
['racket', 0.9196466744461387]
['wringing', 0.9196466744461387]
['devoting', 0.9196466744461387]
['martinique', 0.9196466744461387]
['straightway', 0.9196466744461387]
['introduces', 0.9196466744461387]
['revolves', 0.9196466744461387]
['xvii', 0.9196466744461387]
['shadowless', 0.9196466744461387]
['_ordeal', 0.9196466744461387]
['crumbs', 0.9196466744461387]
['plats', 0.9196466744461387]
['caterwaul', 0.9196466744461387]
['rubies', 0.9196466744461387]
['newcomer', 0.9196466744461387]
['tutelary', 0.9196466744461387]
['atrocious', 0.9196466744461387]
['athens', 0.9196466744461387]
['upheld', 0.9196466744461387]
['intended', 0.9196466744461387]
['abounding', 0.9196466744461387]
['grecian', 0.9196466744461387]
['spiralled', 0.9196466744461387]
['sure', 0.9196466744461387]
['urge', 0.9196466744461387]
['list', 0.9196466744461387]
['detonation', 0.9196466744461387]
['forerunner', 0.9196466744461387]
['necked', 0.9196466744461387]
['wrote', 0.9196466744461387]
['clemency', 0.9196466744461387]
['youngest', 0.9196466744461387]
['inaccessible', 0.9196466744461387]
['adornment', 0.9196466744461387]
['hence', 0.9196466744461387]
['pallor', 0.9196466744461387]
['opening', 0.9196466744461387]
['trademark', 0.9196466744461387]
['devise', 0.9196466744461387]
['laborious', 0.9196466744461387]
['heavily', 0.9196466744461387]
['maroon', 0.9196466744461387]
['_might_', 0.9196466744461387]
['divide', 0.9196466744461387]
['dragons', 0.9196466744461387]
['wind', 0.9196466744461387]
['gustibus', 0.9196466744461387]
['creels', 0.9196466744461387]
['doin', 0.9196466744461387]
['mccosh', 0.9196466744461387]
['guerre', 0.9196466744461387]
['sera', 0.9196466744461387]
['adventures', 0.9196466744461387]
['wended', 0.9196466744461387]
['unique', 0.9196466744461387]
['foe', 0.9196466744461387]
['_pons', 0.9196466744461387]
['pest', 0.9196466744461387]
['peacock', 0.9196466744461387]
['venice', 0.9196466744461387]
['henrietta', 0.9196466744461387]
['believes', 0.9196466744461387]
['feelin', 0.9196466744461387]
['constable', 0.9196466744461387]
['gout', 0.9196466744461387]
['dived', 0.9196466744461387]
['diver', 0.9196466744461387]
['reigns', 0.9196466744461387]
['pacing', 0.9196466744461387]
['industry', 0.9196466744461387]
['ach', 0.9196466744461387]
['antiquated', 0.9196466744461387]
['ai', 0.9196466744461387]
['action', 0.9196466744461387]
['rattlesnakes', 0.9196466744461387]
['marriages', 0.9196466744461387]
['steward', 0.9196466744461387]
['travelling', 0.9196466744461387]
['undreamt', 0.9196466744461387]
['darling', 0.9196466744461387]
['drunk', 0.9196466744461387]
['filth', 0.9196466744461387]
['towns', 0.9196466744461387]
['rive', 0.9196466744461387]
['tally', 0.9196466744461387]
['link', 0.9196466744461387]
['flaunted', 0.9196466744461387]
['concealment', 0.9196466744461387]
['sided', 0.9196466744461387]
['medlin', 0.9196466744461387]
['david', 0.9196466744461387]
['pronged', 0.9196466744461387]
['revient', 0.9196466744461387]
['overalls', 0.9196466744461387]
['ordnance', 0.9196466744461387]
['physician', 0.9196466744461387]
['tugged', 0.9196466744461387]
['purple', 0.9196466744461387]
['graduates', 0.9196466744461387]
['polite', 0.9196466744461387]
['satisfy', 0.9196466744461387]
['silent', 0.9196466744461387]
['honours', 0.9196466744461387]
['concert', 0.9196466744461387]
['scrupulously', 0.9196466744461387]
['purer', 0.9196466744461387]
['central', 0.9196466744461387]
['shiftless', 0.9196466744461387]
['sweeps', 0.9196466744461387]
['1879', 0.9196466744461387]
['substantial', 0.9196466744461387]
['trees', 0.9196466744461387]
['descriptions', 0.9196466744461387]
['mockingly', 0.9196466744461387]
['pere', 0.9196466744461387]
['shipshape', 0.9196466744461387]
['hesitate', 0.9196466744461387]
['panegyrics', 0.9196466744461387]
['ryck', 0.9196466744461387]
['ghoulish', 0.9196466744461387]
['fate', 0.9196466744461387]
['balcony', 0.9196466744461387]
['infatuated', 0.9196466744461387]
['laide', 0.9196466744461387]
['egal', 0.9196466744461387]
['daytime', 0.9196466744461387]
['sticks', 0.9196466744461387]
['assume', 0.9196466744461387]
['answered', 0.9196466744461387]
['coincident', 0.9196466744461387]
['pink', 0.9196466744461387]
['rays', 0.9196466744461387]
['entity', 0.9196466744461387]
['deliberation', 0.9196466744461387]
['unrealness', 0.9196466744461387]
['stupefied', 0.9196466744461387]
['titled', 0.9196466744461387]
['dolls', 0.9196466744461387]
['seeking', 0.9196466744461387]
['detach', 0.9196466744461387]
['individual', 0.9196466744461387]
['hackneyed', 0.9196466744461387]
['bored', 0.9196466744461387]
['explaining', 0.9196466744461387]
['crow', 0.9196466744461387]
['reconstructed', 0.9196466744461387]
['aft', 0.9196466744461387]
['arisen', 0.9196466744461387]
['seats', 0.9196466744461387]
['princes', 0.9196466744461387]
['mists', 0.9196466744461387]
['ciconian', 0.9196466744461387]
['entertainer', 0.9196466744461387]
['permettre', 0.9196466744461387]
['containing', 0.9196466744461387]
['awed', 0.9196466744461387]
['froze', 0.9196466744461387]
['1st', 0.9196466744461387]
['ultimately', 0.9196466744461387]
['blackamoors', 0.9196466744461387]
['crime', 0.9196466744461387]
['1822', 0.9196466744461387]
['cafes', 0.9196466744461387]
['crusades', 0.9196466744461387]
['informant', 0.9196466744461387]
['prolific', 0.9196466744461387]
['strict', 0.9196466744461387]
['bouillon', 0.9196466744461387]
['fetid', 0.9196466744461387]
['subjected', 0.9196466744461387]
['numnoonce', 0.9196466744461387]
['draughts', 0.9196466744461387]
['aides', 0.9196466744461387]
['corruption', 0.9196466744461387]
['recently', 0.9196466744461387]
['pp', 0.9196466744461387]
['leant', 0.9196466744461387]
['climbin', 0.9196466744461387]
['conceivably', 0.9196466744461387]
['accumulations', 0.9196466744461387]
['petrarch', 0.9196466744461387]
['dripping', 0.9196466744461387]
['thrifty', 0.9196466744461387]
['rovers', 0.9196466744461387]
['ogre', 0.9196466744461387]
['dreariness', 0.9196466744461387]
['jaded', 0.9196466744461387]
['panther', 0.9196466744461387]
['valiant', 0.9196466744461387]
['forsooth', 0.9196466744461387]
['pads', 0.9196466744461387]
['resigned', 0.9196466744461387]
['boyhood', 0.9196466744461387]
['septentrional', 0.9196466744461387]
['losing', 0.9196466744461387]
['concepts', 0.9196466744461387]
['lange', 0.9196466744461387]
['magnetism', 0.9196466744461387]
['logical', 0.9196466744461387]
['naturam', 0.9196466744461387]
['thereby', 0.9196466744461387]
['uncultivated', 0.9196466744461387]
['artistically', 0.9196466744461387]
['polls', 0.9196466744461387]
['escaping', 0.9196466744461387]
['waves', 0.9196466744461387]
['laced', 0.9196466744461387]
['harrow', 0.9196466744461387]
['knobs', 0.9196466744461387]
['formless', 0.9196466744461387]
['knotted', 0.9196466744461387]
['guerdon', 0.9196466744461387]
['punch', 0.9196466744461387]
['mandrake', 0.9196466744461387]
['degrees', 0.9196466744461387]
['graze', 0.9196466744461387]
['system', 0.9196466744461387]
['inclemency', 0.9196466744461387]
['spontaneity', 0.9196466744461387]
['lengthening', 0.9196466744461387]
['drink', 0.9196466744461387]
['pleasantly', 0.9196466744461387]
['mitigation', 0.9196466744461387]
['triumphant', 0.9196466744461387]
['vein', 0.9196466744461387]
['fever', 0.9196466744461387]
['japan', 0.9196466744461387]
['nasty', 0.9196466744461387]
['confiding', 0.9196466744461387]
['capped', 0.9196466744461387]
['tumblers', 0.9196466744461387]
['becoming', 0.9196466744461387]
['_culpa', 0.9196466744461387]
['displayed', 0.9196466744461387]
['denominational', 0.9196466744461387]
['interpretation', 0.9196466744461387]
['dread', 0.9196466744461387]
['prick', 0.9196466744461387]
['armorial', 0.9196466744461387]
['absence', 0.9196466744461387]
['concurring', 0.9196466744461387]
['impulse', 0.9196466744461387]
