['canace', 0.9992241614889734]
['lawful', 0.9009829197274299]
['_who', 0.9009829197274299]
['furca', 0.9009829197274299]
['squeal', 0.9009829197274299]
['sash', 0.9009829197274299]
['unscientific', 0.9009829197274299]
['implanting', 0.9009829197274299]
['whaling', 0.9009829197274299]
['insinuation', 0.9009829197274299]
['military', 0.9009829197274299]
['cheating', 0.9009829197274299]
['hurt', 0.9009829197274299]
['household', 0.9009829197274299]
['bitterest', 0.9009829197274299]
['shored', 0.9009829197274299]
['connects', 0.9009829197274299]
['_l', 0.9009829197274299]
['alert', 0.9009829197274299]
['subtlety', 0.9009829197274299]
['blossoms', 0.9009829197274299]
['sulphur', 0.9009829197274299]
['faubourg', 0.9009829197274299]
['metallic', 0.9009829197274299]
['disdainfully', 0.9009829197274299]
['letter', 0.9009829197274299]
['nominated', 0.9009829197274299]
['codfish', 0.9009829197274299]
['capel', 0.9009829197274299]
['warmers', 0.9009829197274299]
['blew', 0.9009829197274299]
['traverso', 0.9009829197274299]
['consummation', 0.9009829197274299]
['best', 0.9009829197274299]
['admission', 0.9009829197274299]
['startles', 0.9009829197274299]
['stowing', 0.9009829197274299]
['criticised', 0.9009829197274299]
['feebler', 0.9009829197274299]
['babies', 0.9009829197274299]
['casually', 0.9009829197274299]
['stept', 0.9009829197274299]
['people', 0.9009829197274299]
['commonplace', 0.9009829197274299]
['hulks', 0.9009829197274299]
['mightn', 0.9009829197274299]
['gauzy', 0.9009829197274299]
['lays', 0.9009829197274299]
['crumble', 0.9009829197274299]
['accounting', 0.9009829197274299]
['protested', 0.9009829197274299]
['imparting', 0.9009829197274299]
['persecution', 0.9009829197274299]
['diadem', 0.9009829197274299]
['mourn', 0.9009829197274299]
['wondering', 0.9009829197274299]
['epitaph', 0.9009829197274299]
['modernised', 0.9009829197274299]
['believed', 0.9009829197274299]
['yielding', 0.9009829197274299]
['garlands', 0.9009829197274299]
['unfavorable', 0.9009829197274299]
['workman', 0.9009829197274299]
['future', 0.9009829197274299]
['enamel', 0.9009829197274299]
['surplus', 0.9009829197274299]
['disparage', 0.9009829197274299]
['16th', 0.9009829197274299]
['barkless', 0.9009829197274299]
['gamest', 0.9009829197274299]
['cheers', 0.9009829197274299]
['undefined', 0.9009829197274299]
['vacant', 0.9009829197274299]
['zululand', 0.9009829197274299]
['trains', 0.9009829197274299]
['nobiling', 0.9009829197274299]
['joyful', 0.9009829197274299]
['_exactly_', 0.9009829197274299]
['clad', 0.9009829197274299]
['mogaun', 0.9009829197274299]
['clap', 0.9009829197274299]
['severally', 0.9009829197274299]
['gunboats', 0.9009829197274299]
['contemporaries', 0.9009829197274299]
['slant', 0.9009829197274299]
['repressed', 0.9009829197274299]
['gravitated', 0.9009829197274299]
['gravitates', 0.9009829197274299]
['impossibility', 0.9009829197274299]
['prelates', 0.9009829197274299]
['instincts', 0.9009829197274299]
['particles', 0.9009829197274299]
['dressing', 0.9009829197274299]
['puzzled', 0.9009829197274299]
['uncaged', 0.9009829197274299]
['_that', 0.9009829197274299]
['vicissitudes', 0.9009829197274299]
['neglected', 0.9009829197274299]
['viperous', 0.9009829197274299]
['imagery', 0.9009829197274299]
['deafening', 0.9009829197274299]
['pane', 0.9009829197274299]
['execution_', 0.9009829197274299]
['bumped', 0.9009829197274299]
['gazed', 0.9009829197274299]
['numbed', 0.9009829197274299]
['immediate', 0.9009829197274299]
['closely', 0.9009829197274299]
['sleeve', 0.9009829197274299]
['shindies', 0.9009829197274299]
['sesame', 0.9009829197274299]
['demands', 0.9009829197274299]
['amphitryon', 0.9009829197274299]
['wrongly', 0.9009829197274299]
['hello', 0.9009829197274299]
['unresistingly', 0.9009829197274299]
['anton', 0.9009829197274299]
['shivers', 0.9009829197274299]
['stow', 0.9009829197274299]
['aspiring', 0.9009829197274299]
['_resurrection_', 0.9009829197274299]
['upheaped', 0.9009829197274299]
['surely', 0.9009829197274299]
['tortured', 0.9009829197274299]
['mechanism', 0.9009829197274299]
['exchanged', 0.9009829197274299]
['exchanges', 0.9009829197274299]
['chapped', 0.9009829197274299]
['volley', 0.9009829197274299]
['co', 0.9009829197274299]
['derivative', 0.9009829197274299]
['rigger', 0.9009829197274299]
['dahlias', 0.9009829197274299]
['ball', 0.9009829197274299]
['rambled', 0.9009829197274299]
['inconstant', 0.9009829197274299]
['rotonde', 0.9009829197274299]
['shortage', 0.9009829197274299]
['stage', 0.9009829197274299]
['gainer', 0.9009829197274299]
['burma', 0.9009829197274299]
['uninterruptedly', 0.9009829197274299]
['unresponsive', 0.9009829197274299]
['function', 0.9009829197274299]
['count', 0.9009829197274299]
['prodded', 0.9009829197274299]
['frightfully', 0.9009829197274299]
['wreath', 0.9009829197274299]
['catafalque', 0.9009829197274299]
['permits', 0.9009829197274299]
['_drip', 0.9009829197274299]
['greek', 0.9009829197274299]
['affected', 0.9009829197274299]
['crimea', 0.9009829197274299]
['surpassingly', 0.9009829197274299]
['moneylender', 0.9009829197274299]
['emballe', 0.9009829197274299]
['lawless', 0.9009829197274299]
['_shaken_', 0.9009829197274299]
['blotting', 0.9009829197274299]
['di', 0.9009829197274299]
['the', 0.9009829197274299]
['heavin', 0.9009829197274299]
['dilemma', 0.9009829197274299]
['formidable', 0.9009829197274299]
['balanced', 0.9009829197274299]
['vitality', 0.9009829197274299]
['evidence', 0.9009829197274299]
['omnibuses', 0.9009829197274299]
['haulin', 0.9009829197274299]
['eden', 0.9009829197274299]
['vice', 0.9009829197274299]
['trial', 0.9009829197274299]
['supremacy', 0.9009829197274299]
['slackly', 0.9009829197274299]
['antiquarian', 0.9009829197274299]
['selves', 0.9009829197274299]
['window', 0.9009829197274299]
['norway', 0.9009829197274299]
['hall', 0.9009829197274299]
['shown', 0.9009829197274299]
['hastily', 0.9009829197274299]
['showy', 0.9009829197274299]
['shows', 0.9009829197274299]
['short', 0.9009829197274299]
['hamstrung', 0.9009829197274299]
['clammily', 0.9009829197274299]
['foaming', 0.9009829197274299]
['syndicate', 0.9009829197274299]
['revulsion', 0.9009829197274299]
['breeches', 0.9009829197274299]
['talented', 0.9009829197274299]
['exhaustion', 0.9009829197274299]
['soil', 0.9009829197274299]
['embrace', 0.9009829197274299]
['traps', 0.9009829197274299]
['treatment', 0.9009829197274299]
['read', 0.9009829197274299]
['specimen', 0.9009829197274299]
['quickness', 0.9009829197274299]
['reay', 0.9009829197274299]
['reap', 0.9009829197274299]
['fondness', 0.9009829197274299]
['sales', 0.9009829197274299]
['judicially', 0.9009829197274299]
['strings', 0.9009829197274299]
['confidential', 0.9009829197274299]
['robes', 0.9009829197274299]
['minded', 0.9009829197274299]
['witnessed', 0.9009829197274299]
['bituminous', 0.9009829197274299]
['blunderer', 0.9009829197274299]
['strong', 0.9009829197274299]
['tenderer', 0.9009829197274299]
['impiety', 0.9009829197274299]
['exclude', 0.9009829197274299]
['pocketful', 0.9009829197274299]
['sweeping', 0.9009829197274299]
['thirteenth', 0.9009829197274299]
['1873', 0.9009829197274299]
['1871', 0.9009829197274299]
['anon', 0.9009829197274299]
['insinuatingly', 0.9009829197274299]
['utmost', 0.9009829197274299]
['mumbling', 0.9009829197274299]
['governor', 0.9009829197274299]
['belong', 0.9009829197274299]
['madly', 0.9009829197274299]
['haunting', 0.9009829197274299]
['theology', 0.9009829197274299]
['chronicles', 0.9009829197274299]
['march', 0.9009829197274299]
['pathetically', 0.9009829197274299]
['lakes', 0.9009829197274299]
['caresses', 0.9009829197274299]
['ecstasies', 0.9009829197274299]
['doesn', 0.9009829197274299]
['go', 0.9009829197274299]
['deprecation', 0.9009829197274299]
['infinitesimal', 0.9009829197274299]
['cogitationes', 0.9009829197274299]
['ancestry', 0.9009829197274299]
['constrained', 0.9009829197274299]
['proceedings', 0.9009829197274299]
['equipmendt', 0.9009829197274299]
['joys', 0.9009829197274299]
['horribly', 0.9009829197274299]
['precious', 0.9009829197274299]
['nater', 0.9009829197274299]
['ins', 0.9009829197274299]
['versailles', 0.9009829197274299]
['liking', 0.9009829197274299]
['stirless', 0.9009829197274299]
['recognized', 0.9009829197274299]
['pierian', 0.9009829197274299]
['benumbed', 0.9009829197274299]
['dandled', 0.9009829197274299]
['gradations', 0.9009829197274299]
['augustine', 0.9009829197274299]
['harbors', 0.9009829197274299]
['hunch', 0.9009829197274299]
['immerced', 0.9009829197274299]
['tell', 0.9009829197274299]
['pianos', 0.9009829197274299]
['soaking', 0.9009829197274299]
['_good_', 0.9009829197274299]
['indulge', 0.9009829197274299]
['revolting', 0.9009829197274299]
['childlike', 0.9009829197274299]
['cleets', 0.9009829197274299]
['judged', 0.9009829197274299]
['hygiene', 0.9009829197274299]
['klimakia', 0.9009829197274299]
['particulars', 0.9009829197274299]
['puissance', 0.9009829197274299]
['sunshine', 0.9009829197274299]
['grapnel', 0.9009829197274299]
['beholds', 0.9009829197274299]
['keeper', 0.9009829197274299]
['presentiment', 0.9009829197274299]
['azure', 0.9009829197274299]
['31st', 0.9009829197274299]
['agonistes', 0.9009829197274299]
['westcott', 0.9009829197274299]
['accidentally', 0.9009829197274299]
['tortoises', 0.9009829197274299]
['sawed', 0.9009829197274299]
['wherefore', 0.9009829197274299]
['regeneration', 0.9009829197274299]
['necklaces', 0.9009829197274299]
['pint', 0.9009829197274299]
['fluent', 0.9009829197274299]
['burmese', 0.9009829197274299]
['finance', 0.9009829197274299]
['agin', 0.9009829197274299]
['richly', 0.9009829197274299]
['after', 0.9009829197274299]
['corporations', 0.9009829197274299]
['metempsychosis', 0.9009829197274299]
['toilettes', 0.9009829197274299]
['pump', 0.9009829197274299]
['ruddy', 0.9009829197274299]
['tub', 0.9009829197274299]
['dates', 0.9009829197274299]
['dated', 0.9009829197274299]
['imprint', 0.9009829197274299]
['blankets', 0.9009829197274299]
['seconds', 0.9009829197274299]
['corrosives', 0.9009829197274299]
['brandy', 0.9009829197274299]
['invariably', 0.9009829197274299]
['misrepresent', 0.9009829197274299]
['stood', 0.9009829197274299]
['stool', 0.9009829197274299]
['outgoing', 0.9009829197274299]
['agatho', 0.9009829197274299]
['aperture', 0.9009829197274299]
['none', 0.9009829197274299]
['ribaldry', 0.9009829197274299]
['charms', 0.9009829197274299]
['blacken', 0.9009829197274299]
['ambassador', 0.9009829197274299]
['alps', 0.9009829197274299]
['squaring', 0.9009829197274299]
['clamor', 0.9009829197274299]
['caravans', 0.9009829197274299]
['contrivance', 0.9009829197274299]
['utilized', 0.9009829197274299]
['wager', 0.9009829197274299]
['commentary', 0.9009829197274299]
['discoursing', 0.9009829197274299]
['courage', 0.9009829197274299]
['batter', 0.9009829197274299]
['caprices', 0.9009829197274299]
['indiscriminately', 0.9009829197274299]
['journeyed', 0.9009829197274299]
['supply', 0.9009829197274299]
['busbequius', 0.9009829197274299]
['throughout', 0.9009829197274299]
['laon', 0.9009829197274299]
['improbable', 0.9009829197274299]
['englishwomen', 0.9009829197274299]
['lumiere', 0.9009829197274299]
['chanting', 0.9009829197274299]
['beans', 0.9009829197274299]
['maelstrom', 0.9009829197274299]
['borel', 0.9009829197274299]
['nonexistent', 0.9009829197274299]
['respiration', 0.9009829197274299]
['tantalus', 0.9009829197274299]
['oily', 0.9009829197274299]
['insufficiency', 0.9009829197274299]
['lordships', 0.9009829197274299]
['specifications', 0.9009829197274299]
['tresses', 0.9009829197274299]
['nullify', 0.9009829197274299]
['claimeth', 0.9009829197274299]
['alacrity', 0.9009829197274299]
['scrubbed', 0.9009829197274299]
['echoless', 0.9009829197274299]
['thiergarten', 0.9009829197274299]
['glorious', 0.9009829197274299]
['comment', 0.9009829197274299]
['herbage', 0.9009829197274299]
['raven', 0.9009829197274299]
['tests', 0.9009829197274299]
['whined', 0.9009829197274299]
['but', 0.9009829197274299]
['bum', 0.9009829197274299]
['hireling', 0.9009829197274299]
['generals', 0.9009829197274299]
['chateau', 0.9009829197274299]
['fellowsh', 0.9009829197274299]
['end', 0.9009829197274299]
['writers', 0.9009829197274299]
['fevers', 0.9009829197274299]
['washes', 0.9009829197274299]
['sober', 0.9009829197274299]
['cheerless', 0.9009829197274299]
['bethink', 0.9009829197274299]
['fixedly', 0.9009829197274299]
['ceiling', 0.9009829197274299]
['brushes', 0.9009829197274299]
['epicure', 0.9009829197274299]
['boil', 0.9009829197274299]
['cornelia', 0.9009829197274299]
['elegance', 0.9009829197274299]
['propitious', 0.9009829197274299]
['ecclesiastics', 0.9009829197274299]
['blinking', 0.9009829197274299]
['_we', 0.9009829197274299]
['conceits', 0.9009829197274299]
['utilitarian', 0.9009829197274299]
['precautions', 0.9009829197274299]
['reffei', 0.9009829197274299]
['rely', 0.9009829197274299]
['heat', 0.9009829197274299]
['chidingly', 0.9009829197274299]
['ne', 0.9009829197274299]
['scratchy', 0.9009829197274299]
['descended', 0.9009829197274299]
['abounded', 0.9009829197274299]
['contrite', 0.9009829197274299]
['corrupted', 0.9009829197274299]
['performed', 0.9009829197274299]
['demoniacal', 0.9009829197274299]
['misbegotten', 0.9009829197274299]
['warranted', 0.9009829197274299]
['appraiser', 0.9009829197274299]
['unproductive', 0.9009829197274299]
['adequately', 0.9009829197274299]
['_v_', 0.9009829197274299]
['attracted', 0.9009829197274299]
['hub', 0.9009829197274299]
['holder', 0.9009829197274299]
['quartier', 0.9009829197274299]
['annamite', 0.9009829197274299]
['1826', 0.9009829197274299]
['reveals', 0.9009829197274299]
['conclave', 0.9009829197274299]
['caucus', 0.9009829197274299]
['snarls', 0.9009829197274299]
['bunks', 0.9009829197274299]
['vilely', 0.9009829197274299]
['mocking', 0.9009829197274299]
['shaft', 0.9009829197274299]
['nothingness', 0.9009829197274299]
['pruning', 0.9009829197274299]
['alphabet', 0.9009829197274299]
['unrolled', 0.9009829197274299]
['siberian', 0.9009829197274299]
['arose', 0.9009829197274299]
['melodramatic', 0.9009829197274299]
['provided', 0.9009829197274299]
['waded', 0.9009829197274299]
['unpolished', 0.9009829197274299]
['jut', 0.9009829197274299]
['ministrant', 0.9009829197274299]
['terminus', 0.9009829197274299]
['idiot', 0.9009829197274299]
['unjointed', 0.9009829197274299]
['insurance', 0.9009829197274299]
['ratter', 0.9009829197274299]
['vassal', 0.9009829197274299]
['rats', 0.9009829197274299]
['tea', 0.9009829197274299]
['scarabs', 0.9009829197274299]
['draughty', 0.9009829197274299]
['behring', 0.9009829197274299]
['pilin', 0.9009829197274299]
['september', 0.9009829197274299]
['mission', 0.9009829197274299]
['unthatched', 0.9009829197274299]
['susceptible', 0.9009829197274299]
['insensibility', 0.9009829197274299]
['lobby', 0.9009829197274299]
['foreman', 0.9009829197274299]
['institutions', 0.9009829197274299]
['claudius', 0.9009829197274299]
['stoned', 0.9009829197274299]
['avarice', 0.9009829197274299]
['freedman', 0.9009829197274299]
['keenest', 0.9009829197274299]
['license', 0.9009829197274299]
['apprehensively', 0.9009829197274299]
['pg', 0.9009829197274299]
['confabulation', 0.9009829197274299]
['toga', 0.9009829197274299]
['quinte_', 0.9009829197274299]
['peltries', 0.9009829197274299]
['quais', 0.9009829197274299]
['cavernous', 0.9009829197274299]
['sliver', 0.9009829197274299]
['cartridge', 0.9009829197274299]
['brocade', 0.9009829197274299]
['pigeons', 0.9009829197274299]
['regardless', 0.9009829197274299]
['exhibition', 0.9009829197274299]
['deadened', 0.9009829197274299]
['vindicate', 0.9009829197274299]
['develops', 0.9009829197274299]
['alongside', 0.9009829197274299]
['vividness', 0.9009829197274299]
['germ', 0.9009829197274299]
['rayther', 0.9009829197274299]
['distractedly', 0.9009829197274299]
['proprietary', 0.9009829197274299]
['something', 0.9009829197274299]
['summers', 0.9009829197274299]
['contemplative', 0.9009829197274299]
['unshaken', 0.9009829197274299]
['starkness', 0.9009829197274299]
['molle', 0.9009829197274299]
['compositions', 0.9009829197274299]
['admittance', 0.9009829197274299]
['almshouses', 0.9009829197274299]
['filmed', 0.9009829197274299]
['undershirts', 0.9009829197274299]
['weighing', 0.9009829197274299]
['narrower', 0.9009829197274299]
['brandished', 0.9009829197274299]
['gyrations', 0.9009829197274299]
['fishing', 0.9009829197274299]
['capabilities', 0.9009829197274299]
['growth', 0.9009829197274299]
['obey', 0.9009829197274299]
['inking', 0.9009829197274299]
['create', 0.9009829197274299]
['earthly', 0.9009829197274299]
['disturb', 0.9009829197274299]
['schism', 0.9009829197274299]
['admiral', 0.9009829197274299]
['opponents', 0.9009829197274299]
['plunged', 0.9009829197274299]
['itself', 0.9009829197274299]
['plunges', 0.9009829197274299]
['depositing', 0.9009829197274299]
['crawl', 0.9009829197274299]
['sidereal', 0.9009829197274299]
['exultation', 0.9009829197274299]
['matins', 0.9009829197274299]
['insects', 0.9009829197274299]
['fumers', 0.9009829197274299]
['denounce', 0.9009829197274299]
['dipping', 0.9009829197274299]
['adherence', 0.9009829197274299]
['perier', 0.9009829197274299]
['solicitude', 0.9009829197274299]
['gritty', 0.9009829197274299]
['contemplated', 0.9009829197274299]
['viii', 0.9009829197274299]
['seamen', 0.9009829197274299]
['capitol', 0.9009829197274299]
['grotesquely', 0.9009829197274299]
['exposition', 0.9009829197274299]
['palatable', 0.9009829197274299]
['byzantium', 0.9009829197274299]
['ascription', 0.9009829197274299]
['93', 0.9009829197274299]
['quartered', 0.9009829197274299]
['92', 0.9009829197274299]
['occurrence', 0.9009829197274299]
['academicians', 0.9009829197274299]
['habitude', 0.9009829197274299]
['druids', 0.9009829197274299]
['stature', 0.9009829197274299]
['suggestiveness', 0.9009829197274299]
['allowed', 0.9009829197274299]
['savoy', 0.9009829197274299]
['tore', 0.9009829197274299]
['astray', 0.9009829197274299]
['scarred', 0.9009829197274299]
['monsignor', 0.9009829197274299]
['open', 0.9009829197274299]
['ripping', 0.9009829197274299]
['vapours', 0.9009829197274299]
['lucent', 0.9009829197274299]
['impractical', 0.9009829197274299]
['yelping', 0.9009829197274299]
['equipages', 0.9009829197274299]
['fatima', 0.9009829197274299]
['dryly', 0.9009829197274299]
['darn', 0.9009829197274299]
['furies', 0.9009829197274299]
['informer', 0.9009829197274299]
['handsome', 0.9009829197274299]
['impute', 0.9009829197274299]
['fright', 0.9009829197274299]
['straightens', 0.9009829197274299]
['lairs', 0.9009829197274299]
['prejudices_', 0.9009829197274299]
['tight', 0.9009829197274299]
['raphael', 0.9009829197274299]
['adirondacks', 0.9009829197274299]
['confound', 0.9009829197274299]
['rummaging', 0.9009829197274299]
['sucker', 0.9009829197274299]
['vante', 0.9009829197274299]
['sociological', 0.9009829197274299]
['menippea_', 0.9009829197274299]
['astolfo', 0.9009829197274299]
['spiritually', 0.9009829197274299]
['jeu', 0.9009829197274299]
['contre', 0.9009829197274299]
['cruiser', 0.9009829197274299]
['guinea', 0.9009829197274299]
['death', 0.9009829197274299]
['groaning', 0.9009829197274299]
['cabins', 0.9009829197274299]
['pall', 0.9009829197274299]
['arcite', 0.9009829197274299]
['murillo', 0.9009829197274299]
['perfectability', 0.9009829197274299]
['yelled', 0.9009829197274299]
['genial', 0.9009829197274299]
['enjoins', 0.9009829197274299]
['flocked', 0.9009829197274299]
['consigned', 0.9009829197274299]
['fenelon', 0.9009829197274299]
['magia', 0.9009829197274299]
['insolence', 0.9009829197274299]
['glissade', 0.9009829197274299]
['delving', 0.9009829197274299]
['casino', 0.9009829197274299]
['exciting', 0.9009829197274299]
['excursions', 0.9009829197274299]
['irrepressible', 0.9009829197274299]
['arnim', 0.9009829197274299]
['ecuyers', 0.9009829197274299]
['slid', 0.9009829197274299]
['perfecting', 0.9009829197274299]
['leadin', 0.9009829197274299]
['paws', 0.9009829197274299]
['footmen', 0.9009829197274299]
['tents', 0.9009829197274299]
['imbibe', 0.9009829197274299]
['narvous', 0.9009829197274299]
['husbanding', 0.9009829197274299]
['warfare', 0.9009829197274299]
['beggar', 0.9009829197274299]
['mills', 0.9009829197274299]
['accuracy', 0.9009829197274299]
['delayed', 0.9009829197274299]
['fact', 0.9009829197274299]
['economist', 0.9009829197274299]
['mien', 0.9009829197274299]
['streams', 0.9009829197274299]
['steadiness', 0.9009829197274299]
['discoveries', 0.9009829197274299]
['ve', 0.9009829197274299]
['sterner', 0.9009829197274299]
['huzza', 0.9009829197274299]
['_caroline', 0.9009829197274299]
['eend', 0.9009829197274299]
['lowered', 0.9009829197274299]
['gales', 0.9009829197274299]
['marquis', 0.9009829197274299]
['rightly', 0.9009829197274299]
['scholarly', 0.9009829197274299]
['tickle', 0.9009829197274299]
['kindred', 0.9009829197274299]
['daughter', 0.9009829197274299]
['retort', 0.9009829197274299]
['hooker', 0.9009829197274299]
['mourning', 0.9009829197274299]
['created', 0.9009829197274299]
['meshes', 0.9009829197274299]
['seated', 0.9009829197274299]
['stalls', 0.9009829197274299]
['facetiously', 0.9009829197274299]
['libels', 0.9009829197274299]
['covering', 0.9009829197274299]
['miserably', 0.9009829197274299]
['_my_', 0.9009829197274299]
['didactic', 0.9009829197274299]
['eventful', 0.9009829197274299]
['publicly', 0.9009829197274299]
['property', 0.9009829197274299]
['crevices', 0.9009829197274299]
['myrrha', 0.9009829197274299]
['tormenting', 0.9009829197274299]
['marginal', 0.9009829197274299]
['wad', 0.9009829197274299]
['vastitude', 0.9009829197274299]
['forgetful', 0.9009829197274299]
['true', 0.9009829197274299]
['absent', 0.9009829197274299]
['invincible', 0.9009829197274299]
['gefillt', 0.9009829197274299]
['complaint', 0.9009829197274299]
['anew', 0.9009829197274299]
['promiser', 0.9009829197274299]
['saplings', 0.9009829197274299]
['_huronian_', 0.9009829197274299]
['precedent', 0.9009829197274299]
['paced', 0.9009829197274299]
['division', 0.9009829197274299]
['redundancy', 0.9009829197274299]
['flank', 0.9009829197274299]
['priestly', 0.9009829197274299]
['willow', 0.9009829197274299]
['bursts', 0.9009829197274299]
['navigating', 0.9009829197274299]
['cars', 0.9009829197274299]
['carp', 0.9009829197274299]
['obligation', 0.9009829197274299]
['tragic', 0.9009829197274299]
['happy', 0.9009829197274299]
['respectability', 0.9009829197274299]
['intercession', 0.9009829197274299]
['successive', 0.9009829197274299]
['bishops', 0.9009829197274299]
['rambling', 0.9009829197274299]
['german', 0.9009829197274299]
['stained', 0.9009829197274299]
['saints', 0.9009829197274299]
['cannot', 0.9009829197274299]
['celebrate', 0.9009829197274299]
['rabble', 0.9009829197274299]
['enchanting', 0.9009829197274299]
['stratagem', 0.9009829197274299]
['arabs', 0.9009829197274299]
['banishment', 0.9009829197274299]
['ecclesiastical', 0.9009829197274299]
['acknowledgments', 0.9009829197274299]
['whine', 0.9009829197274299]
['nuffin', 0.9009829197274299]
['offender', 0.9009829197274299]
['species', 0.9009829197274299]
['soon', 0.9009829197274299]
['buffaloes', 0.9009829197274299]
['knocking', 0.9009829197274299]
['cumbersome', 0.9009829197274299]
['uses_', 0.9009829197274299]
['10005', 0.9009829197274299]
['10002', 0.9009829197274299]
['decency', 0.9009829197274299]
['marque', 0.9009829197274299]
['savage', 0.9009829197274299]
['flogging', 0.9009829197274299]
['classics', 0.9009829197274299]
['apparent', 0.9009829197274299]
['thundered', 0.9009829197274299]
['tubes', 0.9009829197274299]
['boots', 0.9009829197274299]
['commercial', 0.9009829197274299]
['cram', 0.9009829197274299]
['means', 0.9009829197274299]
['unfaithful', 0.9009829197274299]
['crosses', 0.9009829197274299]
['frontiers', 0.9009829197274299]
['prolix', 0.9009829197274299]
['astronomical', 0.9009829197274299]
['placid', 0.9009829197274299]
['hands', 0.9009829197274299]
['dosne', 0.9009829197274299]
['steadier', 0.9009829197274299]
['_lawyers_', 0.9009829197274299]
['seasonable', 0.9009829197274299]
['aught', 0.9009829197274299]
['baltique', 0.9009829197274299]
['sewing', 0.9009829197274299]
['intentions', 0.9009829197274299]
['violation', 0.9009829197274299]
['hopeful', 0.9009829197274299]
['grab', 0.9009829197274299]
['obliterating', 0.9009829197274299]
['thumb', 0.9009829197274299]
['diligent', 0.9009829197274299]
['willy', 0.9009829197274299]
['bucko', 0.9009829197274299]
['livin', 0.9009829197274299]
['immediately', 0.9009829197274299]
['husk', 0.9009829197274299]
['warranties', 0.9009829197274299]
['compatible', 0.9009829197274299]
['tongue', 0.9009829197274299]
['damp', 0.9009829197274299]
['glens', 0.9009829197274299]
['volubly', 0.9009829197274299]
['dukes', 0.9009829197274299]
['hadst', 0.9009829197274299]
['vase', 0.9009829197274299]
['dere', 0.9009829197274299]
['liberated', 0.9009829197274299]
['reverently', 0.9009829197274299]
['lunge', 0.9009829197274299]
['warm', 0.9009829197274299]
['cautiousness', 0.9009829197274299]
['bond', 0.9009829197274299]
['prodigality_', 0.9009829197274299]
['helen', 0.9009829197274299]
['memorabilia', 0.9009829197274299]
['convulsed', 0.9009829197274299]
['raiment', 0.9009829197274299]
['architecture', 0.9009829197274299]
['sinker', 0.9009829197274299]
['julien', 0.9009829197274299]
['decided', 0.9009829197274299]
['warrior', 0.9009829197274299]
['casimir', 0.9009829197274299]
['persecuting', 0.9009829197274299]
['futility', 0.9009829197274299]
['suppress', 0.9009829197274299]
['chum', 0.9009829197274299]
['cimeter', 0.9009829197274299]
['millarca', 0.9009829197274299]
['belle', 0.9009829197274299]
['virile', 0.9009829197274299]
['grumblin', 0.9009829197274299]
['dreamt', 0.9009829197274299]
['dreams', 0.9009829197274299]
['turpentine', 0.9009829197274299]
['weidmann', 0.9009829197274299]
['gorilla', 0.9009829197274299]
['shoot', 0.9009829197274299]
['scampering', 0.9009829197274299]
['simultaneous', 0.9009829197274299]
['orator', 0.9009829197274299]
['melodrama', 0.9009829197274299]
['think', 0.9009829197274299]
['betided', 0.9009829197274299]
['cheese', 0.9009829197274299]
['sounds', 0.9009829197274299]
['18', 0.9009829197274299]
['amateurs', 0.9009829197274299]
['1374', 0.9009829197274299]
['educated', 0.9009829197274299]
['speech', 0.9009829197274299]
['pups', 0.9009829197274299]
['futurity', 0.9009829197274299]
['grin', 0.9009829197274299]
['pasture', 0.9009829197274299]
['civilly', 0.9009829197274299]
['understandings', 0.9009829197274299]
['intentness', 0.9009829197274299]
['dagger', 0.9009829197274299]
['1738', 0.9009829197274299]
['deep', 0.9009829197274299]
['tedious', 0.9009829197274299]
['rascals', 0.9009829197274299]
['sun_', 0.9009829197274299]
['grubs', 0.9009829197274299]
['undecipherable', 0.9009829197274299]
['lightnings', 0.9009829197274299]
['gleams', 0.9009829197274299]
['empties', 0.9009829197274299]
['cullen', 0.9009829197274299]
['rogues', 0.9009829197274299]
['militant', 0.9009829197274299]
['communions', 0.9009829197274299]
['doctor_', 0.9009829197274299]
['salmon', 0.9009829197274299]
['most', 0.9009829197274299]
['testifying', 0.9009829197274299]
['common', 0.9009829197274299]
['fledged', 0.9009829197274299]
['electoral', 0.9009829197274299]
['complement', 0.9009829197274299]
['slips', 0.9009829197274299]
['gay', 0.9009829197274299]
['chatted', 0.9009829197274299]
['gal', 0.9009829197274299]
['gab', 0.9009829197274299]
['adventuress', 0.9009829197274299]
['circling', 0.9009829197274299]
['patient', 0.9009829197274299]
['ounce', 0.9009829197274299]
['ontario', 0.9009829197274299]
['arrayed', 0.9009829197274299]
['accuse', 0.9009829197274299]
['scandalising', 0.9009829197274299]
['poise', 0.9009829197274299]
['duped', 0.9009829197274299]
['reserved', 0.9009829197274299]
['morris', 0.9009829197274299]
['winked', 0.9009829197274299]
['circumspect', 0.9009829197274299]
['coronation', 0.9009829197274299]
['habitable', 0.9009829197274299]
['sally', 0.9009829197274299]
['wherewith', 0.9009829197274299]
['request', 0.9009829197274299]
['unbutton', 0.9009829197274299]
['swallow', 0.9009829197274299]
['regimes', 0.9009829197274299]
['elects', 0.9009829197274299]
['curtail', 0.9009829197274299]
['augusta', 0.9009829197274299]
['inherits', 0.9009829197274299]
['privateers', 0.9009829197274299]
['slammed', 0.9009829197274299]
['accessible', 0.9009829197274299]
['perdosa', 0.9009829197274299]
['ridge', 0.9009829197274299]
['biggest', 0.9009829197274299]
