['turvy', 0.9977257354492757]
['evaporate', 0.9034040357916358]
['rage', 0.9033782109448004]
['tumbled', 0.9033782109448004]
['iss', 0.9032064337038519]
['messages', 0.9032000861209667]
['vestured', 0.9031764759422727]
['cuffs', 0.9031732806603103]
['att', 0.9031732806603103]
['winter', 0.9031571409525507]
['thy', 0.9031571409525507]
['speechless', 0.9031571409525507]
['escutcheon', 0.9031571409525507]
['neuilly', 0.9031571409525507]
['meditated', 0.9031571409525507]
['deacons', 0.9030596329698467]
['successful', 0.9030596329698467]
['night', 0.9030589254057773]
['mustered', 0.9029524051272829]
['sauces', 0.9028089470966905]
['exaggerate', 0.9027582599941453]
['m_', 0.9027582599941453]
['happened', 0.9027582599941453]
['beam', 0.9027582599941453]
['morou', 0.9027578198455478]
['peer', 0.9027578198455478]
['increasingly', 0.9027578198455478]
['pickerel', 0.9027578198455478]
['slipped', 0.9027578198455478]
['actors', 0.9027578198455478]
['sleepy', 0.9027578198455478]
['wavy', 0.9027578198455478]
['congregating', 0.9027578198455478]
['annoyance', 0.9027578198455478]
['overturn', 0.9026941421403641]
['entree', 0.9026886174605432]
['handsomest', 0.9026886174605432]
['swallowing', 0.9026886174605432]
['scrutinised', 0.9025073663484163]
['trades', 0.9025072252706603]
['blades', 0.902497464782249]
['radiated', 0.902497464782249]
['abstracted', 0.902497464782249]
['sullenness', 0.902497464782249]
['flop', 0.902497464782249]
['easternmost', 0.902497464782249]
['hilarity', 0.902497464782249]
['xxxi', 0.902497464782249]
['untidy', 0.902497464782249]
['sunday_', 0.902497464782249]
['drizzly', 0.902497464782249]
['miscarry', 0.902497464782249]
['accession', 0.902497464782249]
['reported', 0.902497464782249]
['weaker', 0.902497464782249]
['encamping', 0.902497464782249]
['remissness', 0.902497464782249]
['graveled', 0.902497464782249]
['melt', 0.9023973251387687]
['paquet', 0.9023243846533447]
['porto', 0.9022867962799316]
['surprisedly', 0.9021898023112869]
['_blow', 0.9021635446451534]
['endless', 0.9021284845559225]
['moments', 0.9021043141648469]
['sparrow', 0.9020574409536729]
['substantially', 0.9020574409536729]
['terrific', 0.9020404620460987]
['low', 0.9019401182134541]
['quarrels', 0.9019349805977288]
['indian', 0.9018865191936586]
['generous', 0.9018829131569563]
['johnson', 0.9018829131569563]
['scientific', 0.9018829131569563]
['cruising', 0.9018829131569563]
['bulls', 0.9018829131569563]
['creak', 0.9018472820854658]
['shoved', 0.9014517093089723]
['fireballs', 0.9014174791211321]
['disillusioning', 0.9014174791211321]
['governess', 0.9014174791211321]
['woe', 0.9014174791211321]
['torment', 0.9014174791211321]
['feared', 0.9014174791211321]
['adroitly', 0.9014174791211321]
['blowing', 0.9014174791211321]
['scuttled', 0.9014174791211321]
['whim', 0.9014174791211321]
['wraith', 0.9014174791211321]
['analyzed', 0.9014174791211321]
['terrace', 0.9013873188853123]
['crag', 0.9013873188853123]
['weaken', 0.9011615940480119]
['pseudo', 0.9010616113690926]
['mirage', 0.9010616113690926]
['reproduce', 0.900951709960689]
['scrofula', 0.9009053000033836]
['breeding', 0.9009053000033836]
['disengaged', 0.9009053000033836]
['ministrants', 0.9009053000033836]
['berth', 0.9009053000033836]
['gagged', 0.9008591954910692]
['matured', 0.9008364334136075]
['sardonically', 0.9007497982199453]
['difficult', 0.9007456536496963]
['monitor', 0.9007451014750879]
['aumale', 0.9006929474603497]
['chiseled', 0.9006258980135127]
['inedites', 0.9006258980135127]
['steeds', 0.9006258980135127]
['caves', 0.9006237115609983]
['privilege', 0.9005512328486224]
['dingy', 0.9005342276687722]
['shoes', 0.900503432175753]
['alertly', 0.9004885477763263]
['invaluable', 0.9004782764244008]
['pail', 0.9004527580971359]
['hates', 0.9004527580971359]
['inflamed', 0.9004527580971359]
['dazedly', 0.9004331482952317]
['panels', 0.9003512072804094]
['chercher', 0.9003413294375302]
['telephone', 0.9003335424068614]
['1872', 0.9002529147283813]
['seein', 0.9001691249010059]
['bits', 0.9001691249010059]
['alley', 0.9001549254409916]
['slight', 0.9001381477124788]
['soups', 0.9001381477124788]
['droit', 0.9001088130573017]
['engineering', 0.9000963440086012]
['beholding', 0.9000832272372037]
['volition', 0.9000395747982328]
['gestures', 0.9000336364781587]
['inimical', 0.900008260891919]
